,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_n_above_mean,bvp_n_below_mean,bvp_skewness,bvp_kurtosis,bvp_iqr_5_95,bvp_svd_entropy,bvp_pct_5,bvp_max,bvp_n_sign_changes,bvp_sum,bvp_mean,bvp_entropy,bvp_perm_entropy,bvp_ptp,bvp_energy,bvp_min,bvp_peaks,bvp_iqr
0,0.3882434301521439 +/- 0.007603733653609645,0.0814315352697096 +/- 0.008301996255069222,0.12908022130013838 +/- 0.0082815202543875,0.1669778699861688 +/- 0.007985156484903104,0.0018326417704011555 +/- 0.003516276194331629,0.0018326417704011555 +/- 0.003516276194331629,-0.014280774550484043 +/- 0.002415772956391218,0.00867911479944683 +/- 0.0017389060803153684,0.060546334716459226 +/- 0.004747291159887825,-0.002455048409405236 +/- 0.004759867453937822,-0.019640387275241977 +/- 0.003213349973855851,0.002662517289073385 +/- 0.0009663339289406982,0.0029737206085754474 +/- 0.002771433597443168,0.0021438450899032404 +/- 0.0012057811738702155,0.0021438450899032404 +/- 0.0012057811738702155,0.0 +/- 0.0,-0.02081604426002759 +/- 0.004245655733933824,0.026659751037344415 +/- 0.003594963371610663,-0.022302904564315284 +/- 0.0049466090289448615,0.06984785615491015 +/- 0.005709060392134286,0.034232365145228275 +/- 0.003002530200012817,-0.015421853388658313 +/- 0.005876657491747385
