,bvp_max,bvp_n_below_mean,bvp_min,bvp_peaks,bvp_lineintegral,bvp_n_above_mean,bvp_energy,bvp_rms,bvp_ptp,bvp_std,bvp_skewness,bvp_pct_95,bvp_sum,bvp_svd_entropy,bvp_entropy,bvp_pct_5,bvp_mean,bvp_iqr,bvp_iqr_5_95,bvp_kurtosis,bvp_n_sign_changes,bvp_perm_entropy
0,-0.01082024432809775 +/- 0.003973542609635651,0.08282722513089005 +/- 0.004246400017843779,-0.02439790575916233 +/- 0.0032908025623740234,-0.013438045375218166 +/- 0.004026083827537399,-0.02136125654450264 +/- 0.0019104966399167865,0.008795811518324582 +/- 0.0021561529091072354,-0.006317626527050623 +/- 0.0009027935187698009,0.006806282722513069 +/- 0.0008296589405937005,-0.00038394415357769775 +/- 0.001901868443396194,0.008691099476439756 +/- 0.0015329976443977473,0.01958115183246071 +/- 0.003928678966919584,-0.028027923211169325 +/- 0.0035494138757441434,0.00331588132635251 +/- 0.00130831866066257,0.029703315881326332 +/- 0.003382089088099763,0.0 +/- 0.0,-0.041605584642233885 +/- 0.0034262872437858306,0.00013961605584639214 +/- 0.0007518554704550866,-0.01975567190226879 +/- 0.005080183008351901,-0.000593368237347336 +/- 0.0031221050295027358,-0.024572425828970346 +/- 0.002966635861902359,-0.013019197207678922 +/- 0.004127095244263858,-0.041326352530541025 +/- 0.005739986055335905
