,bvp_max,bvp_n_below_mean,bvp_min,bvp_peaks,bvp_lineintegral,bvp_n_above_mean,bvp_energy,bvp_rms,bvp_ptp,bvp_std,bvp_skewness,bvp_pct_95,bvp_sum,bvp_svd_entropy,bvp_entropy,bvp_pct_5,bvp_mean,bvp_iqr,bvp_iqr_5_95,bvp_kurtosis,bvp_n_sign_changes,bvp_perm_entropy
0,0.017688442211055266 +/- 0.0036415888084961327,-0.01587939698492464 +/- 0.004707314725695218,-0.03477386934673369 +/- 0.004250251665568843,-0.02988274706867674 +/- 0.005720310924888853,-0.012730318257956463 +/- 0.0014134018833989487,0.016046901172529306 +/- 0.0022143521433381236,0.011423785594639852 +/- 0.0010320215611892313,-0.003919597989949753 +/- 0.0005615763689862687,0.010016750418760456 +/- 0.0027440028649548085,-0.008777219430485783 +/- 0.0015627341761729452,0.020904522613065312 +/- 0.00396160683392818,0.014371859296482404 +/- 0.0011839596011438704,0.0 +/- 0.0,-0.028509212730318256 +/- 0.003086625440003329,0.0 +/- 0.0,-0.0002345058626465779 +/- 0.002186811915627145,-0.0004020100502512669 +/- 0.00032823983152874275,-0.04435510887772194 +/- 0.0035110412077919966,0.01946398659966498 +/- 0.000998864423174244,0.011993299832495802 +/- 0.0033794359029597366,0.002780569514237835 +/- 0.0035201394590762903,0.002780569514237846 +/- 0.0028467828251479916
