,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_pct_5,bvp_skewness,bvp_lineintegral,bvp_iqr_5_95,bvp_pct_95,bvp_svd_entropy,bvp_mean,bvp_rms,bvp_sum,bvp_min,bvp_entropy,bvp_ptp,bvp_max,bvp_perm_entropy,bvp_std,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_iqr
0,0.037695244706699015 +/- 0.0024846275832243344,0.044741409232905205 +/- 0.0034271789123213217,0.009788267962512975 +/- 0.004309655868148215,0.009371745921554963 +/- 0.0030418469004104944,0.006386671294689306 +/- 0.0034262999456447264,0.0027421034363067976 +/- 0.0017864781995776107,-0.0014231169732732084 +/- 0.0018330782265200758,0.0009371745921554542 +/- 0.002625383283214247,0.0019784796945504614 +/- 0.0015985531328940351,0.0017007983339117905 +/- 0.000718927982547984,0.0006247830614369843 +/- 0.0018419297690276373,0.000242971190558805 +/- 0.0008073379624861648,-0.03741756334606043 +/- 0.0026607105722647375,0.0 +/- 0.0,-0.011732037486983727 +/- 0.001931333251404874,0.017459215550156136 +/- 0.0017972361632765856,0.0035751475182227875 +/- 0.003573799296239096,-0.0026726830961472216 +/- 0.0012991993941140374,-0.0031933356473447306 +/- 0.001848459139978382,0.0028115237764664513 +/- 0.0012168377745892453,-0.006039569593891037 +/- 0.0022558940380801216,-0.020964942728219416 +/- 0.0031053480383679594
