,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_pct_5,bvp_skewness,bvp_lineintegral,bvp_iqr_5_95,bvp_pct_95,bvp_svd_entropy,bvp_mean,bvp_rms,bvp_sum,bvp_min,bvp_entropy,bvp_ptp,bvp_max,bvp_perm_entropy,bvp_std,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_iqr
0,0.01988243430152148 +/- 0.003931126210547037,0.033644536652835434 +/- 0.004152402078914213,0.01462655601659757 +/- 0.002958604509077753,-0.016839557399723315 +/- 0.0017430267166152857,-0.0005878284923928057 +/- 0.0009907710084297613,-0.008091286307053913 +/- 0.0023916481972047748,-0.003457814661134151 +/- 0.0017289073305670755,0.0008990318118948792 +/- 0.002198909141851257,-0.019536652835407963 +/- 0.003547421253230156,-0.0015214384508990264 +/- 0.0006224066390041472,-0.01144536652835404 +/- 0.0017111816088047826,-0.001694329183955734 +/- 0.0007488384449414813,0.0022130013831258566 +/- 0.002315445234133215,0.0 +/- 0.0,0.0044951590594744075 +/- 0.0015694060467372525,0.012378976486860371 +/- 0.0024095783388913255,-0.042219917012448094 +/- 0.0039073305670815905,-0.0036998616874135415 +/- 0.002045962958850202,-0.0038381742738589075 +/- 0.002644493610649907,-0.009266943291839524 +/- 0.0015678816111693767,-0.03070539419087137 +/- 0.0030608984752877803,-0.006708160442600253 +/- 0.002330885137808113
