,bvp_max,bvp_n_below_mean,bvp_min,bvp_peaks,bvp_lineintegral,bvp_n_above_mean,bvp_energy,bvp_rms,bvp_ptp,bvp_std,bvp_skewness,bvp_pct_95,bvp_sum,bvp_svd_entropy,bvp_entropy,bvp_pct_5,bvp_mean,bvp_iqr,bvp_iqr_5_95,bvp_kurtosis,bvp_n_sign_changes,bvp_perm_entropy
0,0.08379194630872486 +/- 0.004591433066158008,0.062315436241610754 +/- 0.005755889540505849,0.05231543624161076 +/- 0.0033471367128617233,0.048422818791946334 +/- 0.005495677242822884,0.02959731543624162 +/- 0.0024832214765100735,0.02906040268456379 +/- 0.003039460905832022,0.020906040268456404 +/- 0.0013593710805724188,0.02043624161073826 +/- 0.002092679439955558,0.01926174496644297 +/- 0.002867900754257927,0.008590604026845671 +/- 0.001174017160035967,0.006442953020134268 +/- 0.0028505718901470412,0.0026845637583892802 +/- 0.0024151750624760602,0.0021476510067114374 +/- 0.0007681559155878864,0.0018791946308725049 +/- 0.003349658983481284,0.0 +/- 0.0,-0.0005033557046979608 +/- 0.0012122410649790768,-0.0007046979865771407 +/- 0.0003165765480555939,-0.005973154362416122 +/- 0.0036010948792741812,-0.009899328859060396 +/- 0.0008522432952483496,-0.01667785234899326 +/- 0.00501574027998672,-0.016979865771812052 +/- 0.004537528253392049,-0.02714765100671137 +/- 0.006840124770650654
