,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_pct_5,bvp_skewness,bvp_lineintegral,bvp_iqr_5_95,bvp_pct_95,bvp_svd_entropy,bvp_mean,bvp_rms,bvp_sum,bvp_min,bvp_entropy,bvp_ptp,bvp_max,bvp_perm_entropy,bvp_std,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_iqr
0,0.0036086051353226623 +/- 0.004427785465912368,0.008015267175572516 +/- 0.005460850159775483,0.055031228313671035 +/- 0.0029327615002241935,-0.006384455239417075 +/- 0.0018439042686448906,0.0002081887578070707 +/- 0.0028154701977933325,-0.0007633587786259777 +/- 0.0021151631719817134,-0.0003469812630118141 +/- 0.0019628224321625296,-0.00402498265093687 +/- 0.002239037585690718,0.014018043025676608 +/- 0.002048071417539744,0.0015961138098542938 +/- 0.0007144781499644114,-0.000693962526023606 +/- 0.0011715435819663015,0.001387925052047212 +/- 0.000346981263011803,0.005274115197779305 +/- 0.002143434449893214,0.0 +/- 0.0,0.009784871616932655 +/- 0.0024179391242448753,0.0030187369882026193 +/- 0.001496853199869721,0.03546148507980569 +/- 0.0023369130104764387,0.0012838306731436377 +/- 0.001405595357427411,0.00017349063150589038 +/- 0.0023081427299878545,-0.002116585704371998 +/- 0.0014090173840560225,-0.013497571131158926 +/- 0.0019284792826634687,-0.0020818875780708066 +/- 0.0018294831820213815
