,bvp_max,bvp_n_below_mean,bvp_min,bvp_peaks,bvp_lineintegral,bvp_n_above_mean,bvp_energy,bvp_rms,bvp_ptp,bvp_std,bvp_skewness,bvp_pct_95,bvp_sum,bvp_svd_entropy,bvp_entropy,bvp_pct_5,bvp_mean,bvp_iqr,bvp_iqr_5_95,bvp_kurtosis,bvp_n_sign_changes,bvp_perm_entropy
0,0.0047189451769604875 +/- 0.0021955991699592506,0.05065926439972244 +/- 0.003191473223474504,0.02390700902151288 +/- 0.004527939300488688,0.0354961832061069 +/- 0.005831040514285364,-0.02026370575988893 +/- 0.0029121631170516775,0.04677307425399031 +/- 0.005208881056154136,0.0014226231783484033 +/- 0.0015934715479812716,0.040458015267175615 +/- 0.003669480656877799,-0.0367453157529493 +/- 0.004017947140245702,0.014330326162387252 +/- 0.0022596447127224153,-0.013705759888965963 +/- 0.001791243511331054,-0.006419153365718211 +/- 0.002657296599381787,0.0003122831367106227 +/- 0.00018685512863062429,0.007737682165163118 +/- 0.0019197191108428879,0.0 +/- 0.0,0.0034351145038168164 +/- 0.002769119181502958,-0.0005204718945176823 +/- 0.0008674531575294675,-0.008466342817487815 +/- 0.0035153157923425342,0.0009715475364330594 +/- 0.002614130215383391,0.03750867453157532 +/- 0.0026807530758804514,-0.03025676613462871 +/- 0.003952541531130639,0.042678695350451115 +/- 0.006132838610766317
