,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_n_above_mean,bvp_n_below_mean,bvp_skewness,bvp_kurtosis,bvp_iqr_5_95,bvp_svd_entropy,bvp_pct_5,bvp_max,bvp_n_sign_changes,bvp_sum,bvp_mean,bvp_entropy,bvp_perm_entropy,bvp_ptp,bvp_energy,bvp_min,bvp_peaks,bvp_iqr
0,0.2600275671950379 +/- 0.008572189844918492,0.22815299793246036 +/- 0.008816991976644943,0.029772570640937267 +/- 0.006216387199878513,0.04934527911784975 +/- 0.010364999556690534,-0.007787732598208141 +/- 0.0041841789763364745,-0.007787732598208141 +/- 0.0041841789763364745,0.01133700895933839 +/- 0.0025576374243988184,3.44589937973816e-05 +/- 0.0006619356551446869,-0.028738800827015874 +/- 0.006744110171040698,-0.013370089593383882 +/- 0.0032610663444027498,0.0015161957270847903 +/- 0.0008183557606504538,-0.028807718814610618 +/- 0.004687436546693874,0.008580289455547896 +/- 0.0026172961201596633,-0.0015161957270847903 +/- 0.0014224512364266425,-0.0015161957270847903 +/- 0.0014224512364266425,0.0 +/- 0.0,0.026636802205375586 +/- 0.0042345322587654995,-0.03404548587181257 +/- 0.004102791472401716,0.04114403859407302 +/- 0.0037438392434296563,-0.03642315644383184 +/- 0.0036109671510539195,0.0042039972432804775 +/- 0.0036396267199203143,0.07291523087525843 +/- 0.005407317779719661
