,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_n_above_mean,bvp_n_below_mean,bvp_skewness,bvp_kurtosis,bvp_iqr_5_95,bvp_svd_entropy,bvp_pct_5,bvp_max,bvp_n_sign_changes,bvp_sum,bvp_mean,bvp_entropy,bvp_perm_entropy,bvp_ptp,bvp_energy,bvp_min,bvp_peaks,bvp_iqr
0,0.30134228187919465 +/- 0.007179953475055976,0.12802013422818792 +/- 0.007091978414429109,0.06473154362416109 +/- 0.004718197179253358,0.05996644295302014 +/- 0.005224671647108359,0.04224832214765101 +/- 0.004176335942152665,0.04224832214765101 +/- 0.004176335942152665,0.02815436241610738 +/- 0.0017974176833345143,0.02197986577181208 +/- 0.001881889247357039,0.02184563758389262 +/- 0.003234210013165648,0.014093959731543615 +/- 0.0023393859138165387,0.006275167785234892 +/- 0.0035546718675486936,0.0008053691275167751 +/- 0.0026217483200838476,0.0007718120805369044 +/- 0.002688964513767198,0.0006711409395973034 +/- 0.0011527224186119323,0.0006711409395973034 +/- 0.0011527224186119323,0.0 +/- 0.0,-0.0037919463087248474 +/- 0.002148961429071848,-0.0052684563758389254 +/- 0.0037907582625427037,-0.0087248322147651 +/- 0.005120062046378728,-0.009899328859060396 +/- 0.004381090643577467,-0.012416107382550334 +/- 0.00609409277565201,-0.03224832214765101 +/- 0.006037378130250472
