,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_n_above_mean,bvp_n_below_mean,bvp_skewness,bvp_kurtosis,bvp_iqr_5_95,bvp_svd_entropy,bvp_pct_5,bvp_max,bvp_n_sign_changes,bvp_sum,bvp_mean,bvp_entropy,bvp_perm_entropy,bvp_ptp,bvp_energy,bvp_min,bvp_peaks,bvp_iqr
0,0.3534176349965824 +/- 0.00697306426032695,0.1323991797676008 +/- 0.006996058281298146,0.06886534518113464 +/- 0.005796393588414726,0.15751879699248117 +/- 0.005406888669898236,0.03045112781954884 +/- 0.0033882882189211665,0.03048530416951466 +/- 0.0033687550322219206,-0.004408749145591273 +/- 0.0025913246872545713,-0.0022214627477785687 +/- 0.0012991509096888854,0.038140806561859156 +/- 0.004716336295283657,0.002973342447026639 +/- 0.0016676517975059359,-0.0007860560492139901 +/- 0.0017295394297853566,0.013670539986329444 +/- 0.0026867045805924064,-0.021189336978810692 +/- 0.005921490299538891,0.0006835269993164417 +/- 0.0011739961747995924,0.0006835269993164417 +/- 0.0011739961747995924,0.0 +/- 0.0,0.024196855775803116 +/- 0.003537871304062203,0.03550922761449075 +/- 0.0046921278313040125,-0.0036910457963089892 +/- 0.0027924399474798987,0.04839371155160627 +/- 0.004946015725256456,0.006630211893369753 +/- 0.005996366971828112,0.003212576896787389 +/- 0.003331799755831579
