,scl_rms,scl_pct_5,scl_min,scr_pct_95,scr_ptp,scl_svd_entropy,scr_max,scl_sum,scr_iqr,scl_pct_95,scl_max,scl_ptp,scr_n_below_mean,scl_perm_entropy,scr_std,scl_n_above_mean,scl_skewness,scl_kurtosis,scr_pct_5,scr_svd_entropy,scl_peaks,scr_skewness,scr_min,scr_mean,scr_n_sign_changes,scr_rms,scr_perm_entropy,scr_peaks,scr_energy,scr_kurtosis,scr_entropy,scr_n_above_mean,scl_iqr_5_95,scl_lineintegral,scr_sum,scl_n_below_mean,scl_iqr,scl_energy,scr_iqr_5_95,scl_mean,scr_lineintegral,scl_n_sign_changes,scl_std,scl_entropy
0,0.11417112299465244 +/- 0.003683634245838398,0.0047593582887701215 +/- 0.001054710316754846,0.024064171122994738 +/- 0.002029269086739073,-0.00032085561497323666 +/- 0.00035471922891498796,-5.347593582887278e-05 +/- 0.00016042780748661836,0.009197860962566884 +/- 0.0016706416419051847,0.004973262032085613 +/- 0.0007581522395057452,0.012834224598930532 +/- 0.002112130230816213,0.003048128342246048 +/- 0.0013109786815113794,0.10673796791443857 +/- 0.005278700611445163,-0.0020320855614972657 +/- 0.0007486631016042728,0.0 +/- 0.0,-0.0020320855614972657 +/- 0.0008884089692960527,0.002513368983957276 +/- 0.0018063471394710847,-0.0005882352941176117 +/- 0.00044420448464801564,0.012727272727272799 +/- 0.0016184755027188848,0.0 +/- 0.0,0.002459893048128403 +/- 0.0013779784734465458,0.0004812834224599327 +/- 0.00037433155080215225,0.0005882352941177005 +/- 0.0002879767276542515,0.0 +/- 0.0,0.0009625668449198433 +/- 0.0005239550251942825,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0005882352941176117 +/- 0.0005044909696286778,-0.0014438502673796206 +/- 0.0005374265038032633,0.0 +/- 0.0,0.0 +/- 0.0,0.0004812834224599438 +/- 0.0002879767276542659,0.0 +/- 0.0,0.00048128342245992164 +/- 0.0005583051609043336,0.0 +/- 0.0,0.0 +/- 0.0,0.01213903743315512 +/- 0.0016228867278602582,-0.00010695187165774556 +/- 0.0003208556149732367,0.037486631016042826 +/- 0.004380132915449249,0.055401069518716636 +/- 0.0028618370396277432,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.04786096256684499 +/- 0.0040953629943413505
