,scr_rms,scr_std,scr_iqr_5_95,scr_pct_95,scr_max,scl_lineintegral,scr_kurtosis,scl_rms,scr_iqr,scl_skewness,scl_ptp,scl_perm_entropy,scl_iqr,scr_ptp,scr_pct_5,scl_kurtosis,scl_energy,scl_n_below_mean,scr_entropy,scr_n_sign_changes,scl_peaks,scr_peaks,scl_sum,scl_iqr_5_95,scr_min,scr_n_above_mean,scr_n_below_mean,scr_perm_entropy,scr_skewness,scr_sum,scr_energy,scr_mean,scl_mean,scr_svd_entropy,scl_n_above_mean,scl_max,scl_entropy,scl_pct_95,scr_lineintegral,scl_std,scl_svd_entropy,scl_min,scl_n_sign_changes,scl_pct_5
0,0.009823182711198409 +/- 0.0011413506914167149,0.008644400785854578 +/- 0.0012464221552504436,0.008447937131630612 +/- 0.0012386562095204777,0.006188605108054979 +/- 0.0007672150958651172,0.0041257367387033 +/- 0.0010579891566079528,0.003339882121807436 +/- 0.0023328766379249605,0.0021611001964636166 +/- 0.001556284824926814,0.0019155206286836756 +/- 0.0010173042817882122,0.0015225933202357433 +/- 0.0024206722063559215,0.0015225933202357212 +/- 0.0008908819816904334,0.0014734774066797462 +/- 0.0007919703092631299,0.0010314341846758058 +/- 0.0005127851919897027,0.0007367387033398676 +/- 0.0014938021930987742,0.0007367387033398564 +/- 0.000963723814850125,0.0006385068762278734 +/- 0.0008521292521069282,0.0004420432220038961 +/- 0.0006385068762278793,0.0002455795677799522 +/- 0.001787846240000111,0.00019646365422394397 +/- 0.0006662406663187707,9.823182711197199e-05 +/- 0.0003675498415298552,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-1.1102230246251566e-17 +/- 0.0014570134552250782,-4.91159135560193e-05 +/- 0.001326129666011785,-0.00014734774066799128 +/- 0.00022507739169726432,-0.00024557956777997435 +/- 0.0008854497238369202,-0.00034381139489196854 +/- 0.0006232110776252297,-0.0004911591355599376 +/- 0.0007919703092631299,-0.0007367387033398898 +/- 0.0008291720538376274,-0.0007367387033399231 +/- 0.0018540850774240664,-0.0007858546168958757 +/- 0.0007015155627252332,-0.0009823182711198642 +/- 0.0007919703092631023,-0.0011296660117878442 +/- 0.0015998524042143837,-0.0012278978388998163 +/- 0.0007995491451915364,-0.002013752455795681 +/- 0.0008349705304518709,-0.0022102161100196914 +/- 0.0015877436026763005,-0.003241650294695497 +/- 0.0015717092337917537,-0.003241650294695497 +/- 0.0011026495245895765,-0.0033889980353634885 +/- 0.0010173042817882235,-0.0037328094302554347 +/- 0.001303192452006051,-0.008889980353634619 +/- 0.0018566854785300436,-0.00898821218074659 +/- 0.0017851455643798028,-0.010216110019646386 +/- 0.0011581361613508378,-0.012082514734774086 +/- 0.0015869837349119205
