,scl_entropy,scr_rms,scl_lineintegral,scl_iqr_5_95,scl_kurtosis,scr_std,scr_iqr_5_95,scr_peaks,scr_ptp,scr_max,scr_pct_95,scl_n_below_mean,scl_n_above_mean,scr_lineintegral,scr_iqr,scl_perm_entropy,scr_skewness,scl_iqr,scr_pct_5,scr_entropy,scl_peaks,scl_energy,scr_min,scl_mean,scr_kurtosis,scl_skewness,scr_sum,scr_mean,scl_pct_95,scr_n_above_mean,scr_n_below_mean,scl_sum,scr_energy,scl_rms,scr_perm_entropy,scr_n_sign_changes,scl_max,scr_svd_entropy,scl_ptp,scl_std,scl_min,scl_pct_5,scl_n_sign_changes,scl_svd_entropy
0,0.023211169284467714 +/- 0.00040721349621872797,0.007155322862129188 +/- 0.0007826424692887482,-5.817335660267542e-05 +/- 0.00017452006980802625,-5.817335660267542e-05 +/- 0.00017452006980802625,-0.0002326934264107017 +/- 0.00028499008060304306,-0.0008144269924374558 +/- 0.0004653868528214034,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0004072134962187279 +/- 0.00026658381006141923,0.0 +/- 0.0,-0.0002908667830133771 +/- 0.0002908667830133771,-5.817335660267542e-05 +/- 0.00017452006980802625,0.0 +/- 0.0,0.0 +/- 0.0,-0.0002326934264107017 +/- 0.000284990080603043,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0019197207678883666 +/- 0.0012216404886562203,-0.00017452006980802625 +/- 0.0002665838100614192,-0.0008726003490401313 +/- 0.0003902387395287554,-0.0004653868528214034 +/- 0.00023269342641070171,-0.0004653868528214034 +/- 0.00023269342641070171,-0.0004072134962187279 +/- 0.0004543484395524479,-5.817335660267542e-05 +/- 0.00017452006980802625,-5.817335660267542e-05 +/- 0.00017452006980802625,-5.817335660267542e-05 +/- 0.00017452006980802625,0.0 +/- 0.0,0.0033158813263525987 +/- 0.0018769361029554034,-0.0005235602094240787 +/- 0.00017452006980802625,-0.00011634671320535084 +/- 0.00023269342641070171,0.0004072134962187279 +/- 0.00026658381006141923,-0.0012798138452588593 +/- 0.0003490401396160525,-0.00017452006980802625 +/- 0.0004543484395524479,0.0 +/- 0.0,-5.817335660267542e-05 +/- 0.00017452006980802625,-0.0007562536358347805 +/- 0.00045434843955244797,-0.0005235602094240787 +/- 0.00017452006980802625,0.007620709714950591 +/- 0.0024878888633325063
