,scl_rms,scl_pct_5,scl_min,scr_pct_95,scr_ptp,scl_svd_entropy,scr_max,scl_sum,scr_iqr,scl_pct_95,scl_max,scl_ptp,scr_n_below_mean,scl_perm_entropy,scr_std,scl_n_above_mean,scl_skewness,scl_kurtosis,scr_pct_5,scr_svd_entropy,scl_peaks,scr_skewness,scr_min,scr_mean,scr_n_sign_changes,scr_rms,scr_perm_entropy,scr_peaks,scr_energy,scr_kurtosis,scr_entropy,scr_n_above_mean,scl_iqr_5_95,scl_lineintegral,scr_sum,scl_n_below_mean,scl_iqr,scl_energy,scr_iqr_5_95,scl_mean,scr_lineintegral,scl_n_sign_changes,scl_std,scl_entropy
0,-0.002501454333915032 +/- 0.0029092495055380867,0.017161140197789436 +/- 0.004522955094223425,0.011343804537521828 +/- 0.0011114004173672406,0.010238510762071006 +/- 0.002068224413569671,-0.0008144269924374558 +/- 0.000284990080603043,0.0031413612565445613 +/- 0.0022105875509016945,-0.012216404886561926 +/- 0.0028735518406581774,0.0 +/- 0.0,0.00017452006980808176 +/- 0.002482441918947299,0.2836532867946481 +/- 0.008490919041544578,-0.019778941244909764 +/- 0.0032284902677164815,0.0 +/- 0.0,0.009075043630017487 +/- 0.0026041918889586247,-0.0009307737056428067 +/- 0.0011692699966399994,-0.015939499709133175 +/- 0.0021641739659962883,0.0 +/- 0.0,0.007388016288539889 +/- 0.0014956323597652495,0.0005235602094241342 +/- 0.002214411438123844,0.0 +/- 0.0,-0.00017452006980800405 +/- 0.0016464190457341587,0.0 +/- 0.0,0.0028504944735311954 +/- 0.0010867679867521596,0.0027341477603258445 +/- 0.0014261373673218488,0.0046538685282141445 +/- 0.0018579080189262548,0.0 +/- 0.0,0.004072134962187379 +/- 0.002535717826376188,0.0 +/- 0.0,0.0 +/- 0.0,-0.0009307737056428067 +/- 0.000284990080603043,0.004013961605584715 +/- 0.0016950322611208057,0.0023269342641071165 +/- 0.001326556631878008,-0.004886561954624735 +/- 0.0008308817252522143,0.0 +/- 0.0005203183193716738,-0.006457242582896983 +/- 0.0022144114381238275,0.0 +/- 0.0,0.0014543339150669854 +/- 0.00039023873952878023,-0.007911576497963858 +/- 0.002116742920146606,0.03560209424083777 +/- 0.00139616055846425,0.0 +/- 0.0,0.022222222222222275 +/- 0.0032368650944138693,0.04554973821989532 +/- 0.0023708765412815453,0.0 +/- 0.0,0.0 +/- 0.0,-0.0024432809773123677 +/- 0.0006784120878237631
