,scr_rms,scr_std,scr_iqr_5_95,scr_pct_95,scr_max,scl_lineintegral,scr_kurtosis,scl_rms,scr_iqr,scl_skewness,scl_ptp,scl_perm_entropy,scl_iqr,scr_ptp,scr_pct_5,scl_kurtosis,scl_energy,scl_n_below_mean,scr_entropy,scr_n_sign_changes,scl_peaks,scr_peaks,scl_sum,scl_iqr_5_95,scr_min,scr_n_above_mean,scr_n_below_mean,scr_perm_entropy,scr_skewness,scr_sum,scr_energy,scr_mean,scl_mean,scr_svd_entropy,scl_n_above_mean,scl_max,scl_entropy,scl_pct_95,scr_lineintegral,scl_std,scl_svd_entropy,scl_min,scl_n_sign_changes,scl_pct_5
0,-0.00482838859802206 +/- 0.0015835552750222304,-0.006050029086678277 +/- 0.0019328967685673416,-0.00599185573007559 +/- 0.001746169984852099,-0.006748109365910393 +/- 0.0010142871305505155,-0.0066317626527050534 +/- 0.0016288539848749633,0.0018615474112856135 +/- 0.0007717567865864731,-0.0010471204188481575 +/- 0.0017797624829294018,0.0013379872018615458 +/- 0.0019650198666730186,-0.0002326934264107017 +/- 0.0021952253943121613,-0.0009307737056428067 +/- 0.0014058226845368768,-0.0009307737056428067 +/- 0.001139960322412172,0.0005817335660267542 +/- 0.0010726636948566377,-0.002094240837696315 +/- 0.001709940483618258,-0.004421175101803332 +/- 0.0010789550314712758,0.001105293775450833 +/- 0.0015046558646163396,-0.002094240837696315 +/- 0.0005932541609764673,0.0023851076207097033 +/- 0.0019372688546069419,-0.0004653868528214034 +/- 0.0006265462253792265,0.0009889470622454822 +/- 0.00026658381006141923,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0011634671320535194 +/- 0.002048495271862595,-0.004537521815008683 +/- 0.00043532953889167025,-5.817335660267542e-05 +/- 0.00031327311268961326,-0.0002326934264107017 +/- 0.0006477910835171575,-0.0019197207678882887 +/- 0.0008247496729934666,-0.001105293775450833 +/- 0.0004072134962187279,0.0002908667830133771 +/- 0.0005960995209982258,-0.0025596276905177186 +/- 0.0008308817252522143,-0.003606748109365876 +/- 0.000569980161206086,-0.004072134962187279 +/- 0.0010406366387433479,0.0026759744037230917 +/- 0.0015214306958257293,-0.0024432809773123564 +/- 0.0029639881798387414,0.00017452006980802625 +/- 0.0003724912296354152,-0.0018615474112856135 +/- 0.0020942408376963153,-0.0052937754508434855 +/- 0.0014819940899193913,0.0006980802792321272 +/- 0.0030760451579761026,-0.003083187899941797 +/- 0.0018405226317110208,-0.002501454333915043 +/- 0.0015180905585456387,0.0006399069226294297 +/- 0.0016749482314005622,-0.0012216404886561838 +/- 0.0015920805332639764,0.0 +/- 0.0005203183193716739,-0.0023269342641070168 +/- 0.0016658314209745451
