,scl_entropy,scr_rms,scl_lineintegral,scl_iqr_5_95,scl_kurtosis,scr_std,scr_iqr_5_95,scr_peaks,scr_ptp,scr_max,scr_pct_95,scl_n_below_mean,scl_n_above_mean,scr_lineintegral,scr_iqr,scl_perm_entropy,scr_skewness,scl_iqr,scr_pct_5,scr_entropy,scl_peaks,scl_energy,scr_min,scl_mean,scr_kurtosis,scl_skewness,scr_sum,scr_mean,scl_pct_95,scr_n_above_mean,scr_n_below_mean,scl_sum,scr_energy,scl_rms,scr_perm_entropy,scr_n_sign_changes,scl_max,scr_svd_entropy,scl_ptp,scl_std,scl_min,scl_pct_5,scl_n_sign_changes,scl_svd_entropy
0,0.04562146892655363 +/- 0.0020272175274586688,0.07549435028248581 +/- 0.002706746878070173,0.05007062146892651 +/- 0.001356594118100208,0.023022598870056466 +/- 0.00148808668825604,-0.006567796610169552 +/- 0.001815672335054009,-0.01864406779661022 +/- 0.003239362977734385,0.02351694915254233 +/- 0.001001232124206085,0.0061440677966101195 +/- 0.0013784760802219812,0.009533898305084698 +/- 0.0019015412454571087,0.009604519774011267 +/- 0.0019002293851799132,0.02238700564971745 +/- 0.0009501146925899506,0.0016949152542372614 +/- 0.0025107893834224798,0.0016949152542372614 +/- 0.0025107893834224798,-0.028107344632768417 +/- 0.0038266150237695135,0.006285310734463223 +/- 0.0010209627326836707,-0.0004943502824859003 +/- 0.0004521980393667491,-0.0009180790960452434 +/- 0.001449031393268594,-0.010310734463276882 +/- 0.0007202004962701727,7.062146892654609e-05 +/- 0.00021186440677963824,0.0004943502824858226 +/- 0.00032362822704486914,0.0 +/- 0.0,-0.0014124293785310882 +/- 0.0007736194315044597,0.0003531073446327193 +/- 0.0004737432155719632,-0.0019067796610169885 +/- 0.0024677126002339133,0.0010593220338982578 +/- 0.0006510977724077041,-0.0059322033898305485 +/- 0.00202721752745867,-0.02528248587570626 +/- 0.002694743506827514,-0.02528248587570626 +/- 0.002694743506827514,0.02040960451977395 +/- 0.0018537294842382414,0.0004943502824858337 +/- 0.0007768361581920806,0.0004943502824858337 +/- 0.0007768361581920806,-0.00021186440677969375 +/- 0.0009501146925899359,-0.0038135593220339215 +/- 0.0008474576271186399,-0.005084745762711895 +/- 0.00125539469171126,-0.009463276836158219 +/- 0.0021698151830137308,-0.0014124293785310992 +/- 0.0014124293785310604,-0.004378531073446356 +/- 0.0010849075915068719,-0.04604519774011303 +/- 0.0018631223104905237,-0.02803672316384185 +/- 0.0033431639487414245,0.022528248587570566 +/- 0.0011143879829138155,-0.01101694915254241 +/- 0.0016165993138784703,-0.013135593220339026 +/- 0.002123346946097874,0.002683615819208973 +/- 0.0006919462550234902,0.010805084745762661 +/- 0.004296316715891267
