,bvp_n_below_mean,bvp_max,bvp_pct_95,bvp_peaks,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_lineintegral,bvp_kurtosis,bvp_pct_5,bvp_iqr_5_95,bvp_min,bvp_n_sign_changes,bvp_skewness,bvp_rms,bvp_mean,bvp_sum,bvp_entropy,bvp_std,bvp_n_above_mean,bvp_energy,bvp_svd_entropy
0,0.06004319654427642 +/- 0.0030829980862195068,0.058130206726319 +/- 0.003147176797284801,0.04825671089170007 +/- 0.002862010151263247,0.046497994446158555 +/- 0.0033688161697396765,0.044338167232335676 +/- 0.0032538152429922762,0.028756556618327635 +/- 0.0022623021017986328,0.02536254242517737 +/- 0.00238520803333388,0.02091946929959886 +/- 0.002452121750855352,0.018049984572662735 +/- 0.002457744778898828,0.01632212280160441 +/- 0.002076453114272303,0.010367170626349852 +/- 0.0010344371869324656,0.005307004011107652 +/- 0.003676240915422764,0.0051835853131748984 +/- 0.006310968988967792,0.0033014501697006702 +/- 0.002910987693955504,0.002746066029003369 +/- 0.0009505042765041114,0.0009873495834618496 +/- 0.0007143373590120578,0.00018512804689906347 +/- 0.0011886060033482484,0.0 +/- 0.0,-0.003486578216599856 +/- 0.0010781490410155113,-0.004936747917309514 +/- 0.0024606481996145347,-0.009996914532551703 +/- 0.0019080067675088267,-0.0315026226473311 +/- 0.0033014501697007045
