,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_peaks,bvp_min,bvp_perm_entropy,bvp_iqr,bvp_svd_entropy,bvp_iqr_5_95,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_lineintegral,bvp_pct_5,bvp_kurtosis,bvp_n_sign_changes,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_skewness
0,0.33725548310610554 +/- 0.00794226477368384,0.22717842323651452 +/- 0.007966339660247346,0.09668049792531119 +/- 0.007443667989110632,0.06763485477178421 +/- 0.004676486763086177,0.02857142857142857 +/- 0.0049206904160312166,0.07637818612922347 +/- 0.007360895034462811,-0.011321873147599271 +/- 0.0030508854137422377,0.08565500889152342 +/- 0.004922118358724096,0.047954949614700634 +/- 0.004508157283184741,0.042027267338470634 +/- 0.004762109725760513,0.04244220509780674 +/- 0.005314787828436813,0.04318316538233548 +/- 0.00369958138474321,0.04318316538233548 +/- 0.00369958138474321,0.07895672791938349 +/- 0.0067354227265641,8.89152341434496e-05 +/- 0.0015346287452281649,-0.004090100770598681 +/- 0.003399514157424924,0.0034380557202133843 +/- 0.004003270659135266,-0.0025192649673977385 +/- 0.00120209245943528,-0.0025192649673977385 +/- 0.00120209245943528,0.0 +/- 0.0,0.004179016004742131 +/- 0.002778591187494776,0.013426200355660911 +/- 0.003704327177708044
