,bvp_peaks,bvp_perm_entropy,bvp_iqr_5_95,bvp_n_above_mean,bvp_ptp,bvp_min,bvp_pct_95,bvp_kurtosis,bvp_entropy,bvp_mean,bvp_max,bvp_sum,bvp_skewness,bvp_n_below_mean,bvp_std,bvp_n_sign_changes,bvp_pct_5,bvp_rms,bvp_energy,bvp_lineintegral,bvp_svd_entropy,bvp_iqr
0,-0.0009490667510282047 +/- 0.004004117009122858,-0.006675102815564748 +/- 0.0024807200151996693,0.0015817779183802116 +/- 0.0013934018061085183,0.031793736159443156 +/- 0.0038258103835646547,-0.012654223347042127 +/- 0.001709491437659761,-0.0007592534008225682 +/- 0.0035148230084988607,0.010091743119265995 +/- 0.0017121239010104011,-0.01069281872825062 +/- 0.0025022106843764803,0.0 +/- 0.0,0.0004745333755140524 +/- 0.0004951748131128951,-0.009775387535590051 +/- 0.0026027817996933356,0.0006643467257196889 +/- 0.00035931087287567875,0.0014868712432773879 +/- 0.0017730030078079327,0.029484340398607978 +/- 0.004348709972145398,-0.002942106928187338 +/- 0.0010963444132340175,-0.018506801645049087 +/- 0.0018675700276046012,-0.00449224928819999 +/- 0.0017141685775569704,-0.0037646314457450815 +/- 0.0018032268269535065,0.004840240430243536 +/- 0.001030464882942256,0.002530844669408372 +/- 0.0014972678982852503,0.008130338500474477 +/- 0.0027508386850146754,-0.004745333755140834 +/- 0.0018337711795241342
