,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_peaks,bvp_min,bvp_perm_entropy,bvp_iqr,bvp_svd_entropy,bvp_iqr_5_95,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_lineintegral,bvp_pct_5,bvp_kurtosis,bvp_n_sign_changes,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_skewness
0,0.27369203329369796 +/- 0.007826659179616533,0.13807966706302016 +/- 0.0079623237630666,0.02826991676575501 +/- 0.003953626634958387,0.04102259215219971 +/- 0.004425159111992485,-0.0296967895362664 +/- 0.002858850220433806,0.01736028537455404 +/- 0.0045164743246869634,0.02092746730083228 +/- 0.0034467379406981557,0.04016052318668247 +/- 0.003568296496505822,0.009453032104637282 +/- 0.004297101307869825,0.011325802615933378 +/- 0.002544874521501152,0.011296076099881036 +/- 0.00394366800280071,0.051813317479191365 +/- 0.006726408432746642,0.051813317479191365 +/- 0.006726408432746642,0.0018430439952436984 +/- 0.0035117572950350427,0.0028537455410225453 +/- 0.001551484940630199,-0.0022889417360285936 +/- 0.002271891653303862,0.0442033293697978 +/- 0.0044551112847143835,-0.0009809750297265717 +/- 0.0013297425235638991,-0.0009809750297265717 +/- 0.0013297425235638991,0.0 +/- 0.0,0.003983353151010649 +/- 0.0014514334858184994,0.011177170035671757 +/- 0.0033053961055689927
