,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_peaks,bvp_min,bvp_perm_entropy,bvp_iqr,bvp_svd_entropy,bvp_iqr_5_95,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_lineintegral,bvp_pct_5,bvp_kurtosis,bvp_n_sign_changes,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_skewness
0,0.3574189711567054 +/- 0.005075956672820847,0.14094558429973242 +/- 0.005242200623500216,0.14561403508771933 +/- 0.008106416338130104,0.022628605411834722 +/- 0.003693533328383641,0.019357716324710107 +/- 0.0023879175156602834,0.03202497769848354 +/- 0.003518460343675555,0.053077609277430916 +/- 0.003172777741976588,0.009336901575973866 +/- 0.002412781775212712,0.0008325899494499356 +/- 0.0032945914919927446,0.01941718703538512 +/- 0.005056846669334658,0.017960154623847813 +/- 0.0034374893884313927,-0.004519774011299415 +/- 0.0027051003069983237,-0.004519774011299415 +/- 0.0027051003069983237,0.001962533452274784 +/- 0.000996910770992561,0.0033303597977996204 +/- 0.00170194326747002,0.005441570026761855 +/- 0.0012964751327143409,0.023907225691347067 +/- 0.0023458915163028144,0.0031816830211121583 +/- 0.0008725186292668161,0.0031816830211121583 +/- 0.0008725186292668161,0.0 +/- 0.0,0.004638715432649454 +/- 0.0013768464945334777,0.010466845078798725 +/- 0.001748074749533056
