,bvp_peaks,bvp_perm_entropy,bvp_iqr_5_95,bvp_n_above_mean,bvp_ptp,bvp_min,bvp_pct_95,bvp_kurtosis,bvp_entropy,bvp_mean,bvp_max,bvp_sum,bvp_skewness,bvp_n_below_mean,bvp_std,bvp_n_sign_changes,bvp_pct_5,bvp_rms,bvp_energy,bvp_lineintegral,bvp_svd_entropy,bvp_iqr
0,0.027169579883471295 +/- 0.0019355699280048614,0.0021465808034344946 +/- 0.0035735436079625212,-0.012327506899724039 +/- 0.0022062073901999405,0.06074823673719715 +/- 0.002910633306266122,-0.01910456915056733 +/- 0.0022072727277434004,-0.011131554737810523 +/- 0.0019396951365677564,-0.009291628334866653 +/- 0.0018092609628948164,-0.0088009812940816 +/- 0.0028898821748005775,0.0 +/- 0.0,-0.0004293161606869544 +/- 0.0006605537941900513,0.019625881631401366 +/- 0.00233943344038769,-0.0001226617601962965 +/- 0.0006314400577115661,-0.007237043851579317 +/- 0.0021342793794916055,0.06139221097822749 +/- 0.0033698514241805987,-0.007451701931922771 +/- 0.001628736182139158,-0.00343452928549528 +/- 0.003129678214577889,0.0018705918429929081 +/- 0.002381068245054173,-0.0034345292854953023 +/- 0.001909154543547781,0.002943882244710161 +/- 0.0013380818294554723,-0.0004293161606869544 +/- 0.0020807354129024668,0.020331186752529873 +/- 0.0023113280817186315,-0.01643667586629872 +/- 0.0037336353891994963
