,bvp_n_below_mean,bvp_max,bvp_pct_95,bvp_peaks,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_lineintegral,bvp_kurtosis,bvp_pct_5,bvp_iqr_5_95,bvp_min,bvp_n_sign_changes,bvp_skewness,bvp_rms,bvp_mean,bvp_sum,bvp_entropy,bvp_std,bvp_n_above_mean,bvp_energy,bvp_svd_entropy
0,0.03436096976953007 +/- 0.002998498601943885,0.015983238551331956 +/- 0.0030145892396322717,0.07078718946423224 +/- 0.0030852331828925814,0.07509727626459144 +/- 0.006342934353579498,0.00802155043400179 +/- 0.0054714288427488164,0.0010775217000897896 +/- 0.0019033957612193462,0.002873391200239439 +/- 0.00283699386077767,-0.042412451361867665 +/- 0.0031874927055881622,0.022747680335228993 +/- 0.005942673010873735,0.02612990122717751 +/- 0.0011901164532817105,0.00966776414247228 +/- 0.0019811171198291355,0.015354684226279548 +/- 0.002864804339994424,0.016671655193056013 +/- 0.002827029198471931,-0.0030829093085902315 +/- 0.0016828126664915352,-0.0060760251421729805 +/- 0.0012488863241559406,0.0008081412750673422 +/- 0.0003292427416941024,0.0006285543250523773 +/- 0.0006199435850705749,0.0 +/- 0.0,0.01520502843460042 +/- 0.003318986237804074,0.051002693804250245 +/- 0.006851816812901159,0.002933253516911094 +/- 0.0006391546394511387,0.004070637533672539 +/- 0.002585885790656103
