,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_peaks,bvp_min,bvp_perm_entropy,bvp_iqr,bvp_svd_entropy,bvp_iqr_5_95,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_lineintegral,bvp_pct_5,bvp_kurtosis,bvp_n_sign_changes,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_skewness
0,0.3570268582136165 +/- 0.007331916632047668,0.12361024359775141 +/- 0.007453296754423963,0.06905059337913805 +/- 0.002773892654064534,0.042098688319800126 +/- 0.0029883507092831004,0.007089319175515319 +/- 0.0029364956896730555,0.035477826358525935 +/- 0.0038075579398196644,0.039537788881948796 +/- 0.0033757824152083906,0.0343535290443473 +/- 0.002909635152742585,0.0 +/- 0.0019702448838960166,0.008963148032479685 +/- 0.0026501782040695295,0.02217364147407872 +/- 0.002751119993197398,0.01595877576514678 +/- 0.0025118705143782677,0.01595877576514678 +/- 0.0025118705143782677,0.004497189256714574 +/- 0.0029436281493936717,0.0034978138663335654 +/- 0.0013161341352720564,-0.010743285446595852 +/- 0.0015936728072670828,-0.004903185509056862 +/- 0.0033317229782666405,0.001717676452217376 +/- 0.0007681682621017445,0.001717676452217376 +/- 0.0007681682621017445,0.0 +/- 0.0,0.0027482823235478017 +/- 0.0014635071222810821,0.0031230480949406836 +/- 0.0020526766677270575
