,bvp_peaks,bvp_perm_entropy,bvp_iqr_5_95,bvp_n_above_mean,bvp_ptp,bvp_min,bvp_pct_95,bvp_kurtosis,bvp_entropy,bvp_mean,bvp_max,bvp_sum,bvp_skewness,bvp_n_below_mean,bvp_std,bvp_n_sign_changes,bvp_pct_5,bvp_rms,bvp_energy,bvp_lineintegral,bvp_svd_entropy,bvp_iqr
0,0.03270595495217521 +/- 0.0030668987694635404,0.010182042579450745 +/- 0.001772466105071897,0.007405121875964172 +/- 0.0007169978425561458,0.0073742672014809885 +/- 0.003378410740162756,0.0028694847269361 +/- 0.0017673561853279538,0.0016970070965750873 +/- 0.002010295110060097,0.001573588398642345 +/- 0.0017695095290267836,0.0010182042579450323 +/- 0.0013166669727461863,0.0 +/- 0.0,-2.2204460492503132e-17 +/- 0.0005689320862260385,-0.00027769207034870067 +/- 0.0029929034248688795,-0.001049058932428304 +/- 0.0006201712817723568,-0.002375809935205231 +/- 0.0013238776891654,-0.002499228633137973 +/- 0.0021485578967668706,-0.002838630052452995 +/- 0.0011528257755180106,-0.002869484726936167 +/- 0.0027321635676967613,-0.003054612773835297 +/- 0.0010728379296953737,-0.0032088861462511884 +/- 0.0013812421651094998,-0.004936747917309514 +/- 0.001279632295793123,-0.006448626966985549 +/- 0.0015516557803986445,-0.0092872570194385 +/- 0.00212180576944823,-0.010120333230484457 +/- 0.0017551944033727769
