,bvp_n_below_mean,bvp_max,bvp_pct_95,bvp_peaks,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_lineintegral,bvp_kurtosis,bvp_pct_5,bvp_iqr_5_95,bvp_min,bvp_n_sign_changes,bvp_skewness,bvp_rms,bvp_mean,bvp_sum,bvp_entropy,bvp_std,bvp_n_above_mean,bvp_energy,bvp_svd_entropy
0,0.009931292941911307 +/- 0.006214473353821394,-0.046127420362273575 +/- 0.004011749476027385,0.056527170518426 +/- 0.0031261695830711008,0.07367270455965022 +/- 0.005113508471425504,0.07679575265459088 +/- 0.004879256688323078,0.05793254216114926 +/- 0.002654590880699552,0.03107432854465958 +/- 0.002996336390619264,-0.002092442223610258 +/- 0.001863651311409843,0.004653341661461585 +/- 0.004923037347440215,0.012679575265459065 +/- 0.002105221679744264,0.011367895065583977 +/- 0.001784241955913279,0.045908806995627716 +/- 0.0038981845787957607,-0.0207058088694566 +/- 0.005953565133143167,0.0025921299188007675 +/- 0.003034503699069661,-0.019987507807620264 +/- 0.0006400344013716221,0.0010306058713304255 +/- 0.0003708414143359775,-0.000187382885696441 +/- 0.00020715957466304951,0.0 +/- 0.0,-0.013928794503435338 +/- 0.0008964834537418752,0.0561836352279825 +/- 0.0025542257002613535,-0.010024984384759494 +/- 0.0013716546693315135,0.006683322923173018 +/- 0.0038126776919504748
