,bvp_n_below_mean,bvp_max,bvp_pct_95,bvp_peaks,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_lineintegral,bvp_kurtosis,bvp_pct_5,bvp_iqr_5_95,bvp_min,bvp_n_sign_changes,bvp_skewness,bvp_rms,bvp_mean,bvp_sum,bvp_entropy,bvp_std,bvp_n_above_mean,bvp_energy,bvp_svd_entropy
0,0.05254890337877893 +/- 0.00582008149301319,0.034676941315945564 +/- 0.00159607729909143,0.04208654416123303 +/- 0.0029815711535173084,0.07726733847065803 +/- 0.005694972737549274,-0.011825726141078796 +/- 0.00501485073581631,-0.0036158861885002835 +/- 0.000867145159355527,0.01132187314759936 +/- 0.0026000844338424692,0.01775340841730888 +/- 0.003465160008096481,0.0024303497332543557 +/- 0.005442180530894718,0.04226437462951993 +/- 0.002553723678546288,0.03319502074688806 +/- 0.001733277002633494,0.0875222288085359 +/- 0.005393946593216905,0.04202726733847073 +/- 0.0030132222945201633,-0.016538233550681625 +/- 0.0025865351783368527,0.003704801422643844 +/- 0.0009395890624865027,0.0002963841138115653 +/- 0.0005465053027441415,-0.0018375815056312916 +/- 0.0007474522947788054,0.0 +/- 0.0,0.011558980438648558 +/- 0.0014700173998384353,0.010551274451689463 +/- 0.0022305735296060123,-0.013455838767042039 +/- 0.001944424358844892,0.02661529342027271 +/- 0.00452371879747219
