,bvp_peaks,bvp_n_above_mean,bvp_lineintegral,bvp_perm_entropy,bvp_n_below_mean,bvp_pct_95,bvp_std,bvp_pct_5,bvp_n_sign_changes,bvp_iqr_5_95,bvp_rms,bvp_sum,bvp_entropy,bvp_mean,bvp_iqr,bvp_energy,bvp_max,bvp_kurtosis,bvp_ptp,bvp_skewness,bvp_min,bvp_svd_entropy
0,-0.011731669266770717 +/- 0.002695614485673032,0.024586583463338484 +/- 0.0051643485394572315,-0.01753510140405621 +/- 0.002420058587165728,-0.030483619344773817 +/- 0.00372080606450679,0.04199687987519497 +/- 0.006103334183497674,-0.00979719188767555 +/- 0.0023398855861781905,-0.015787831513260575 +/- 0.001510604485105795,-0.006396255850234045 +/- 0.0019195742171946271,-0.02511700468018725 +/- 0.003261239463395772,-0.005148205928237182 +/- 0.0022938753542231243,-0.011170046801872103 +/- 0.0008691661951440977,-0.0013416536661466805 +/- 0.0006401960851383246,0.0 +/- 0.0,-0.0006864274570983376 +/- 0.0009846947792860946,-0.03163806552262094 +/- 0.0030862434992519824,-0.01728549141965684 +/- 0.0018783047667135543,-0.007769110764430609 +/- 0.0033646752332194543,-0.012012480499220013 +/- 0.003337950289495574,0.004867394695787797 +/- 0.0029573779996437555,-0.009422776911076469 +/- 0.0025147509116518005,-0.009453978159126398 +/- 0.0027663738094624523,0.0027145085803431668 +/- 0.0034266016910556403
