,bvp_rms,bvp_std,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_kurtosis,bvp_energy,bvp_pct_95,bvp_n_sign_changes,bvp_lineintegral,bvp_skewness,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_pct_5,bvp_ptp,bvp_max,bvp_entropy,bvp_sum,bvp_mean,bvp_peaks,bvp_iqr
0,0.2353914327917282 +/- 0.006667357546491248,0.09618906942392906 +/- 0.006662643596578045,-0.0031314623338257407 +/- 0.003692644015834532,0.05243722304283599 +/- 0.00434831175612257,0.05246676514032491 +/- 0.004346203824307921,0.002629246676514019 +/- 0.0030855585931572112,0.023929098966026574 +/- 0.005075741588162935,0.03737075332348594 +/- 0.0035945583085388597,0.0036632200886262734 +/- 0.0036617903532871108,0.017636632200886217 +/- 0.002496438338354303,0.01208271787296893 +/- 0.004222453554595286,-0.010398818316100488 +/- 0.005397075212605839,0.014091580502215605 +/- 0.003833763028727938,0.002008862629246655 +/- 0.0042745281530720035,-0.0005317577548006102 +/- 0.002314110018028522,0.005317577548005881 +/- 0.0021425659514881716,0.0017725258493352936 +/- 0.001821097194377827,0.0 +/- 0.0,0.001004431314623333 +/- 0.001074942711885386,0.001004431314623333 +/- 0.001074942711885386,-0.020649926144756303 +/- 0.0044811574032553765,0.006233382570162449 +/- 0.0013108837655736293
