,bvp_rms,bvp_std,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_kurtosis,bvp_energy,bvp_pct_95,bvp_n_sign_changes,bvp_lineintegral,bvp_skewness,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_pct_5,bvp_ptp,bvp_max,bvp_entropy,bvp_sum,bvp_mean,bvp_peaks,bvp_iqr
0,0.3667082683307332 +/- 0.006678889336832107,0.08655226209048357 +/- 0.0066965758129404335,0.002745709828393095 +/- 0.002855553494826237,0.034882995319812746 +/- 0.0016379912322504492,0.034882995319812746 +/- 0.0016379912322504492,0.0034633385335413047 +/- 0.0015377499569861576,0.025585023400936 +/- 0.004056162246489862,0.2122620904836193 +/- 0.008169783311811667,-0.01728549141965683 +/- 0.003463760146365787,0.15017160686427453 +/- 0.005977380672937791,0.005928237129485148 +/- 0.0015475315778642456,0.030421216848673903 +/- 0.0029902778677961188,0.09113884555382212 +/- 0.005167457975352093,0.09806552262090479 +/- 0.0057091463579085015,-0.0010296411856474564 +/- 0.0009772517793052147,0.03553822152886112 +/- 0.0048946196487356,-0.0005928237129485426 +/- 0.0006153848025995757,0.0 +/- 0.0,-0.0013104524180967748 +/- 0.000846468640639668,-0.0013104524180967748 +/- 0.000846468640639668,0.030514820592823667 +/- 0.0030532617342215354,0.02090483619344772 +/- 0.004255282900775619
