,bvp_peaks,bvp_n_above_mean,bvp_lineintegral,bvp_perm_entropy,bvp_n_below_mean,bvp_pct_95,bvp_std,bvp_pct_5,bvp_n_sign_changes,bvp_iqr_5_95,bvp_rms,bvp_sum,bvp_entropy,bvp_mean,bvp_iqr,bvp_energy,bvp_max,bvp_kurtosis,bvp_ptp,bvp_skewness,bvp_min,bvp_svd_entropy
0,0.03203078744819414 +/- 0.00372060801500649,0.07806394316163404 +/- 0.0053039526162763735,0.0028419182948489553 +/- 0.0019778914255168794,0.06583777383066898 +/- 0.004395269971099469,0.06983422143280042 +/- 0.004961448569614002,0.006394316163410241 +/- 0.0022900035057209877,-0.005210183540556601 +/- 0.001600770377098363,0.009650680876258099 +/- 0.0025541331687534683,-0.021492007104795798 +/- 0.0021273231762251833,0.004262877442273483 +/- 0.0023984167081739696,-0.004026050917702839 +/- 0.0012917361888260149,0.0010657193605683513 +/- 0.0006376749327572136,0.0 +/- 0.0,0.0011545293072823593 +/- 0.0007305484120339223,0.00944345766725867 +/- 0.002828472484773819,-0.00790408525754891 +/- 0.0012632675129278872,0.01036116044997033 +/- 0.0023756545468015216,-0.0011841326228538174 +/- 0.0013305035556094808,0.008614564831261051 +/- 0.0017833387189850863,0.0013321492007104196 +/- 0.002294018207940725,-0.007282415630550687 +/- 0.0025195882570696686,0.0023090586145647963 +/- 0.002532078718809119
