,bvp_peaks,bvp_n_above_mean,bvp_lineintegral,bvp_perm_entropy,bvp_n_below_mean,bvp_pct_95,bvp_std,bvp_pct_5,bvp_n_sign_changes,bvp_iqr_5_95,bvp_rms,bvp_sum,bvp_entropy,bvp_mean,bvp_iqr,bvp_energy,bvp_max,bvp_kurtosis,bvp_ptp,bvp_skewness,bvp_min,bvp_svd_entropy
0,-0.007239109996866155 +/- 0.0025783118987247372,0.027389533061736138 +/- 0.0026301642442315785,0.01168912566593545 +/- 0.002216162608365685,0.01679724224381074 +/- 0.00200759854315849,0.024725791287997522 +/- 0.004697481386698021,0.011532434973362593 +/- 0.0021747855309178685,0.0023503603885929314 +/- 0.0012632807502818196,-0.0036038859291757873 +/- 0.0023251547228517223,0.002193669696020073 +/- 0.0021936696960200477,0.008712002507051087 +/- 0.0017493307097402602,-0.009652146662488226 +/- 0.001900032139294776,3.133813851458056e-05 +/- 0.0006640432497780278,0.0 +/- 0.0,9.401441554371948e-05 +/- 0.0007289065089071056,-0.0006894390473205725 +/- 0.0028440116087842986,-0.01642118458163584 +/- 0.0019829886580453007,0.014728925101848955 +/- 0.002088164368405842,-0.005797555625195838 +/- 0.0020029459330961836,0.009996866186148545 +/- 0.0028839601974637308,-0.024036352240676895 +/- 0.0012141253919028892,-0.01974302726418049 +/- 0.0024395487879697217,-0.004794735192729526 +/- 0.0024637836428706913
