,bvp_rms,hrv_sum,hrv_mean,hrv_rms,hrv_n_below_mean,hrv_min,bvp_std,bvp_pct_5,hrv_max,hrv_energy,hrv_pct_5,hrv_pct_95,hrv_n_above_mean,hrv_iqr_5_95,bvp_iqr_5_95,bvp_n_below_mean,bvp_n_above_mean,hrv_svd_entropy,scl_entropy,bvp_skewness,bvp_perm_entropy,bvp_n_sign_changes,scl_lineintegral,bvp_lineintegral,bvp_energy,scr_rms,scr_iqr,scr_ptp,scr_max,bvp_kurtosis,scr_svd_entropy,scl_kurtosis,scr_entropy,scr_n_above_mean,scr_n_below_mean,hrv_lineintegral,scl_iqr_5_95,bvp_iqr,bvp_min,scl_min,scr_kurtosis,scr_perm_entropy,scr_energy,scl_n_sign_changes,scl_energy,bvp_pct_95,scr_min,hrv_kurtosis,scr_peaks,scr_skewness,bvp_max,bvp_mean,bvp_sum,scl_skewness,scr_pct_5,scr_n_sign_changes,scl_peaks,bvp_entropy,hrv_n_sign_changes,scr_pct_95,scr_iqr_5_95,hrv_skewness,scl_iqr,scl_perm_entropy,scr_sum,scr_mean,scl_n_above_mean,scl_n_below_mean,bvp_ptp,hrv_peaks,hrv_perm_entropy,scl_sum,scl_mean,hrv_iqr,bvp_peaks,scr_std,scl_ptp,bvp_svd_entropy,scl_pct_5,scl_std,scl_rms,scl_pct_95,scl_svd_entropy,hrv_ptp,scr_lineintegral,scl_max,hrv_std,hrv_entropy
0,0.356323283082077 +/- 0.010266807731924062,0.2534338358458962 +/- 0.004224294878699659,0.2534338358458962 +/- 0.004224294878699659,0.19057788944723622 +/- 0.004750486387736175,0.1172948073701843 +/- 0.0057644625949699185,0.09903685092127305 +/- 0.005074609789949994,0.09702680067001676 +/- 0.010364723441104616,0.0890284757118928 +/- 0.004188442127319932,0.08672529313232832 +/- 0.005715581855901041,0.08119765494137357 +/- 0.005387056810452371,0.07466499162479064 +/- 0.005389009586064047,0.07198492462311559 +/- 0.006092784941538701,0.07022613065326636 +/- 0.007022327143741588,0.041666666666666685 +/- 0.0030095449931040164,0.022906197654941406 +/- 0.0039685149960464435,0.018090452261306577 +/- 0.00349257277420319,0.0180485762144054 +/- 0.0034554717329775904,0.014447236180904544 +/- 0.003090043687499702,0.010343383584589638 +/- 0.0015896359209465732,0.009128978224455641 +/- 0.0029000485248208913,0.008919597989949768 +/- 0.004128774360370958,0.005862646566164187 +/- 0.002972904413617901,0.005778894472361828 +/- 0.0026070992322065863,0.00544388609715245 +/- 0.003002252651412876,0.005025125628140725 +/- 0.0041412848626720495,0.003559463986599687 +/- 0.0017087274508461648,0.0030569514237856034 +/- 0.001510442947811656,0.0029731993299832783 +/- 0.002138960266184609,0.002847571189279763 +/- 0.0021336246570949897,0.0025125628140703626 +/- 0.0013109276249998758,0.0024706867671692055 +/- 0.0024521634793898284,0.002261306532663321 +/- 0.0012450643841975253,0.0020938023450586484 +/- 0.0017061598649466818,0.0019262981574539539 +/- 0.0007301338263887405,0.0019262981574539539 +/- 0.0007301338263887405,0.0018844221105527859 +/- 0.0050294858247337875,0.0018844221105527748 +/- 0.002962563845196641,0.0018006700167504386 +/- 0.0029256345853783147,0.0017169179229480803 +/- 0.0027868815966457096,0.0015494137353434078 +/- 0.0019103006244484278,0.0014237855946398815 +/- 0.0010626949363860753,0.0013819095477387243 +/- 0.00256813201113266,0.001298157453936366 +/- 0.0008468906371924976,0.0011725293132328507 +/- 0.0006154496841163761,0.0010050251256281673 +/- 0.002596314907872699,0.0009212730318258089 +/- 0.003390667082076573,0.0009212730318258089 +/- 0.00031337164043329516,0.0008793969849246408 +/- 0.0008259247455325048,0.0007956448911223046 +/- 0.0002931323283081766,0.0007537688442211365 +/- 0.00016750418760467234,0.0007118927973199573 +/- 0.0025681320111326667,0.00041876046901174747 +/- 0.001532915009859544,0.00041876046901174747 +/- 0.001532915009859544,0.00037688442211056825 +/- 0.0004371987650297565,0.00016750418760470566 +/- 0.0003838003094602934,2.2204460492503132e-17 +/- 0.0005296947504469699,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0002931323283081877 +/- 0.0008793969849246423,-0.0003350083752093558 +/- 0.000812006676284143,-0.0003768844221105461 +/- 0.0005757004641904543,-0.00046063651591288224 +/- 0.0016374551755458293,-0.0005862646566164087 +/- 0.0019116770871881513,-0.0008793969849246075 +/- 0.001468052608287955,-0.0008793969849246075 +/- 0.001468052608287955,-0.0009212730318257755 +/- 0.0011205266465879103,-0.0009212730318257755 +/- 0.0011205266465879103,-0.0015075376884421954 +/- 0.003335394933289772,-0.001800670016750383 +/- 0.0012708535096728273,-0.0023450586264656126 +/- 0.0011574769649150074,-0.003768844221105516 +/- 0.002790340242706485,-0.003768844221105516 +/- 0.002790340242706485,-0.0045644891122277875 +/- 0.0019681742043551015,-0.005108877721943028 +/- 0.004294286011153854,-0.005737018425460605 +/- 0.003270891890314667,-0.0062395309882746774 +/- 0.002508721239656643,-0.006783919597989918 +/- 0.0035867023627075036,-0.00737018425460636 +/- 0.003529532245511805,-0.007412060301507506 +/- 0.0019010987374901572,-0.010678391959798972 +/- 0.00287850232095218,-0.011809045226130643 +/- 0.004971799691676996,-0.015787269681742024 +/- 0.002498916038163466,-0.01587102177554438 +/- 0.00206385620273896,-0.019053601340033487 +/- 0.005074609789950001,-0.019681742043551075 +/- 0.004183414989528363,-0.021984924623115555 +/- 0.003377453107442077,-0.036725293132328286 +/- 0.002979091526270072
