,bvp_peaks,bvp_iqr,scr_sum,scl_max,bvp_max,scr_max,hrv_rms,scr_iqr,scr_pct_5,scr_std,scl_mean,bvp_kurtosis,bvp_lineintegral,scr_ptp,scl_min,scl_iqr_5_95,scr_skewness,bvp_n_sign_changes,scr_energy,hrv_svd_entropy,hrv_mean,hrv_iqr,scl_ptp,scl_std,scl_skewness,hrv_peaks,hrv_energy,scl_rms,scl_kurtosis,scr_rms,scr_svd_entropy,scr_lineintegral,hrv_skewness,scr_kurtosis,scr_n_above_mean,bvp_ptp,bvp_mean,bvp_min,scl_lineintegral,scr_entropy,hrv_pct_5,scr_perm_entropy,hrv_n_below_mean,scr_n_below_mean,scr_min,scr_n_sign_changes,scl_peaks,bvp_entropy,hrv_n_sign_changes,scr_peaks,scl_n_sign_changes,scl_n_above_mean,bvp_sum,hrv_perm_entropy,hrv_n_above_mean,scl_perm_entropy,hrv_min,scr_mean,scl_n_below_mean,scr_iqr_5_95,hrv_kurtosis,scl_pct_95,scl_iqr,hrv_ptp,hrv_std,scr_pct_95,bvp_perm_entropy,hrv_pct_95,scl_energy,scl_entropy,hrv_iqr_5_95,bvp_iqr_5_95,hrv_sum,bvp_energy,hrv_max,bvp_std,scl_sum,scl_pct_5,bvp_svd_entropy,hrv_lineintegral,hrv_entropy,bvp_skewness,bvp_rms,bvp_n_above_mean,bvp_pct_95,bvp_pct_5,scl_svd_entropy,bvp_n_below_mean
0,0.021273031825795687 +/- 0.003047471591065354,0.01825795644891127 +/- 0.0017884553185982058,0.017629815745393664 +/- 0.0019502732030477466,0.01402847571189284 +/- 0.0019121356879113606,0.012772194304857654 +/- 0.0019121356879113764,0.01005025125628145 +/- 0.001388871352745122,0.010008375209380294 +/- 0.0017909049229768057,0.009128978224455653 +/- 0.0017245611626443785,0.00862646566164158 +/- 0.0012729216209020709,0.005276381909547767 +/- 0.001046063316314636,0.004438860971524317 +/- 0.0010790702451193416,0.00439698492462316 +/- 0.0019121356879113584,0.0038944723618090983 +/- 0.0011851735090523383,0.0036850921273032357 +/- 0.0013478623902371109,0.003685092127303213 +/- 0.0010887772194304753,0.0034757118927973506 +/- 0.0018449238502437724,0.003433835845896216 +/- 0.0013082495269525424,0.0030569514237856364 +/- 0.001522008529764343,0.002847571189279785 +/- 0.0010725501235230909,0.002805695142378606 +/- 0.0012429499229192414,0.0024288107202680488 +/- 0.0017041030108354838,0.0023450586264657236 +/- 0.00107907024511936,0.002261306532663365 +/- 0.001391394281895833,0.001884422110552797 +/- 0.001245768407089072,0.0017587939698492816 +/- 0.0008743975300595131,0.0015912897822446092 +/- 0.0003133716404332952,0.0015912897822446092 +/- 0.001651849491065001,0.0015494137353434523 +/- 0.0022632444081862064,0.0014237855946399036 +/- 0.0007537688442211069,0.0013819095477387467 +/- 0.0015220085297643479,0.0012981574539363883 +/- 0.0009988995344955274,0.001256281407035209 +/- 0.002456093517355964,0.0010469011725293687 +/- 0.0012873053726079815,0.000879396984924663 +/- 0.001234455860383896,0.0008375209380234949 +/- 0.0008582035817386716,0.0007118927973200018 +/- 0.0021520377148290764,0.0006700167504188004 +/- 0.00020514989470543705,0.0006700167504188004 +/- 0.0015578789981355297,0.00041876046901178076 +/- 0.0009363768749999119,0.00041876046901176964 +/- 0.00026484737522348934,0.0002931323283082543 +/- 0.0010093777883747159,0.0002931323283082432 +/- 0.0009740120058302311,0.0002512562814070751 +/- 0.00042705356060243507,0.00020938023450588482 +/- 0.00038607807610104933,4.1876046901179186e-05 +/- 0.00012562814070353758,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-4.1876046901168086e-05 +/- 0.00012562814070350426,-0.00012562814070347095 +/- 0.0004972505061573597,-0.00012562814070348204 +/- 0.0003270623817381369,-0.00016750418760465015 +/- 0.0005025125628140522,-0.00020938023450584042 +/- 0.00028091306249994374,-0.0002931323283081544 +/- 0.0006500910676825717,-0.0003350083752093447 +/- 0.001714362603891023,-0.00046063651591283784 +/- 0.0016587355377167701,-0.00046063651591286 +/- 0.0006053949872194594,-0.0006700167504187116 +/- 0.0011725293132328206,-0.0008793969849245741 +/- 0.00034784857047396743,-0.0010050251256281007 +/- 0.0015578789981355165,-0.0010469011725292576 +/- 0.0013665970579631952,-0.0012144053601339632 +/- 0.0014317689277452996,-0.0014237855946398147 +/- 0.0013268827066796373,-0.001465661641541005 +/- 0.001656619802751475,-0.0015912897822445093 +/- 0.0037772101453198196,-0.002177554438860918 +/- 0.0012251875073976358,-0.00247068676716915 +/- 0.0020209260489135075,-0.004355108877721892 +/- 0.001855822429326673,-0.004480737018425407 +/- 0.002102577924729157,-0.004941373534338311 +/- 0.0012107899744389495,-0.004983249581239501 +/- 0.0019770639253120286,-0.005108877721943006 +/- 0.0010223245909324488,-0.005443886097152384 +/- 0.0018727537499998261,-0.005778894472361773 +/- 0.0010050251256281378,-0.006197654941373476 +/- 0.0016937812743849801,-0.006365159128978182 +/- 0.0012811606818072256,-0.006574539363484034 +/- 0.0011399210710901408,-0.006658291457286391 +/- 0.0023647919436340877,-0.0067420435510887385 +/- 0.001248580528967812,-0.0077470686767168616 +/- 0.0014893985966313692,-0.007788944723618052 +/- 0.0014409255053672548,-0.007998324958123892 +/- 0.003465606588978319,-0.00929648241206026 +/- 0.0018802298425999687,-0.009631490787269636 +/- 0.0011391516338974464,-0.01063651591289776 +/- 0.001300182135365154,-0.011139028475711864 +/- 0.0034693995271705153
