,bvp_rms,hrv_sum,hrv_mean,hrv_rms,hrv_n_below_mean,hrv_min,bvp_std,bvp_pct_5,hrv_max,hrv_energy,hrv_pct_5,hrv_pct_95,hrv_n_above_mean,hrv_iqr_5_95,bvp_iqr_5_95,bvp_n_below_mean,bvp_n_above_mean,hrv_svd_entropy,scl_entropy,bvp_skewness,bvp_perm_entropy,bvp_n_sign_changes,scl_lineintegral,bvp_lineintegral,bvp_energy,scr_rms,scr_iqr,scr_ptp,scr_max,bvp_kurtosis,scr_svd_entropy,scl_kurtosis,scr_entropy,scr_n_above_mean,scr_n_below_mean,hrv_lineintegral,scl_iqr_5_95,bvp_iqr,bvp_min,scl_min,scr_kurtosis,scr_perm_entropy,scr_energy,scl_n_sign_changes,scl_energy,bvp_pct_95,scr_min,hrv_kurtosis,scr_peaks,scr_skewness,bvp_max,bvp_mean,bvp_sum,scl_skewness,scr_pct_5,scr_n_sign_changes,scl_peaks,bvp_entropy,hrv_n_sign_changes,scr_pct_95,scr_iqr_5_95,hrv_skewness,scl_iqr,scl_perm_entropy,scr_mean,scr_sum,scl_n_above_mean,scl_n_below_mean,bvp_ptp,hrv_peaks,hrv_perm_entropy,scl_sum,scl_mean,hrv_iqr,bvp_peaks,scr_std,scl_ptp,bvp_svd_entropy,scl_pct_5,scl_std,scl_rms,scl_pct_95,scl_svd_entropy,hrv_ptp,scr_lineintegral,scl_max,hrv_std,hrv_entropy
0,0.468537913699204 +/- 0.0057447707470203455,0.2551738583996649 +/- 0.006428857742839435,0.2551738583996649 +/- 0.006428857742839435,0.3037704231252619 +/- 0.006677922392777108,0.16790950984499375 +/- 0.007774168162053545,0.13908671973188108 +/- 0.007621870715819118,0.1623376623376624 +/- 0.0054016744693035764,0.0691244239631337 +/- 0.005168385593059454,0.19304566401340595 +/- 0.004797867885117871,0.03581901968998748 +/- 0.0036341331321528077,0.21679932970255558 +/- 0.0034252974149206034,0.1508588186007541 +/- 0.006784821830186173,0.23410138248847928 +/- 0.007378030988772959,-0.007875994972769118 +/- 0.003350439718999951,0.06778382907415167 +/- 0.003732058223932983,0.009384164222873937 +/- 0.0036627554242805965,0.009384164222873937 +/- 0.0036627554242805965,-0.004356933389191409 +/- 0.002624291539734548,0.027565982404692137 +/- 0.0033972576343046924,-0.005613741097612024 +/- 0.004402615720291451,0.007289484708839578 +/- 0.0039708405902212866,-0.01512358609132799 +/- 0.0019239149565488211,-0.011730205278592342 +/- 0.00262295363929596,0.0667783829074152 +/- 0.003550837050761128,-0.0072894847088395 +/- 0.0030796775784648605,-0.015710096355257597 +/- 0.00357079888351238,-0.009593632174277288 +/- 0.002188514099138518,-0.01633850020946792 +/- 0.0027725835119856287,-0.01612903225806448 +/- 0.002780484877426903,0.0003770423125262212 +/- 0.001176755082127196,0.01646418098031004 +/- 0.0024431543044530204,0.0032677000418936397 +/- 0.0016203669548231047,0.001340594888981994 +/- 0.0012816974060141167,-0.0001675743611227021 +/- 0.00046650727799162924,-0.0001675743611227021 +/- 0.00046650727799162924,0.12245496439044831 +/- 0.007119568850407309,-0.013657310431503932 +/- 0.0025150114821623215,0.010054461667364923 +/- 0.0031181892025015966,0.05701717637201511 +/- 0.003209442769215726,0.004608294930875612 +/- 0.0015220697213728515,0.0012568077084206374 +/- 0.0008378718056137324,0.011269375785504864 +/- 0.0015040907474667767,-0.008965228320066998 +/- 0.001808716643898006,-0.0011311269375785305 +/- 0.0036716093195819604,-0.0011311269375785305 +/- 0.0005939441507648857,0.06480938416422292 +/- 0.002884579804792961,4.189359028069495e-05 +/- 0.00012568077084208485,0.0011311269375785748 +/- 0.0011856700207863381,-0.005152911604524457 +/- 0.0013645997046419882,8.3787180561401e-05 +/- 0.0002513615416841475,0.01797235023041479 +/- 0.003137547439187715,0.0002513615416841475 +/- 0.0007540846250523746,0.0002513615416841475 +/- 0.0007540846250523746,-0.0007959782153330152 +/- 0.0012905673900921188,0.00012568077084207374 +/- 0.0002682498633193695,0.0015919564306661304 +/- 0.001795080459625359,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.005865102639296238 +/- 0.0009913832900041197,0.0060326770004189845 +/- 0.0009589881141398687,0.00020946795140347474 +/- 0.0006284038542103058,0.0363636363636364 +/- 0.0013353479221205834,0.0018852115626309506 +/- 0.0009780157126039926,0.0301633850020947 +/- 0.0010431419855876434,0.0301633850020947 +/- 0.0010431419855876434,-0.0003351487222454597 +/- 0.0010892333472978517,-0.0003351487222454597 +/- 0.0010892333472978517,0.03715961457896947 +/- 0.003642815703113252,0.0 +/- 0.0,0.003770423125261879 +/- 0.0009913832900041288,0.016631755341432797 +/- 0.0018833487049006203,0.016631755341432797 +/- 0.0018833487049006203,0.024046920821114415 +/- 0.003501061150528067,0.021533305404273183 +/- 0.005202907313367432,0.06334310850439887 +/- 0.002397836283410846,0.04985337243401762 +/- 0.0012980254197595003,0.019815668202765025 +/- 0.0028416703614765945,0.0366987850858819 +/- 0.0031806037530125435,0.049727691663175574 +/- 0.002000830152703738,0.002220360284876466 +/- 0.000937705458131513,0.04080435693338922 +/- 0.0061945874786006015,0.04038542103058235 +/- 0.004978820114535598,0.0006702974444910414 +/- 0.0003839610971894194,0.07377461248428994 +/- 0.0030236029452477913,0.04059488898198578 +/- 0.0020390604983054777,-0.0023460410557184287 +/- 0.0005983601532084413,-0.013280268118977766 +/- 0.0016551944922612986
