,bvp_peaks,scr_iqr,bvp_iqr,scr_sum,scr_iqr_5_95,scr_energy,scl_iqr_5_95,scl_max,scr_lineintegral,hrv_peaks,scr_pct_95,scr_mean,bvp_lineintegral,hrv_sum,scl_lineintegral,scr_ptp,hrv_mean,scl_svd_entropy,hrv_rms,hrv_skewness,hrv_n_above_mean,scr_kurtosis,hrv_pct_95,hrv_energy,bvp_mean,bvp_kurtosis,scr_min,scl_n_below_mean,bvp_sum,scl_n_sign_changes,hrv_lineintegral,scr_peaks,scl_peaks,scr_n_sign_changes,bvp_entropy,scl_skewness,hrv_n_sign_changes,scr_n_above_mean,scr_n_below_mean,hrv_perm_entropy,hrv_kurtosis,bvp_min,scl_perm_entropy,hrv_entropy,scl_kurtosis,scr_skewness,scr_svd_entropy,scr_entropy,hrv_n_below_mean,scl_ptp,bvp_ptp,scr_pct_5,scr_std,scl_n_above_mean,scr_rms,hrv_min,scl_iqr,hrv_svd_entropy,scl_std,hrv_iqr,scr_max,bvp_rms,scl_rms,scl_energy,bvp_std,scl_entropy,scl_min,bvp_iqr_5_95,bvp_max,bvp_n_sign_changes,bvp_pct_5,scr_perm_entropy,hrv_max,bvp_energy,hrv_iqr_5_95,bvp_pct_95,hrv_ptp,hrv_pct_5,scl_pct_95,hrv_std,scl_mean,scl_pct_5,bvp_skewness,bvp_n_above_mean,bvp_svd_entropy,bvp_n_below_mean,scl_sum,bvp_perm_entropy
0,0.027796188898094466 +/- 0.0040817836786237035,0.0016570008285004324 +/- 0.0018245828952398666,-0.01151615575807785 +/- 0.0013714122085539877,-0.0035211267605633643 +/- 0.002122400738599748,0.008740679370339722 +/- 0.001732437751974025,0.004183927091963568 +/- 0.0016303785131859694,0.006048053024026556 +/- 0.0014958964445126526,0.010149130074565037 +/- 0.002452487177401108,0.02684341342170673 +/- 0.002414051745539949,0.0006628003314001818 +/- 0.0006199929389849191,0.0038111019055509622 +/- 0.0012260686484630544,0.0030240265120132894 +/- 0.0014114933750953567,0.0045567522783761414 +/- 0.002144520150048841,0.0007870753935377173 +/- 0.0012626139730014928,0.0042667771333886 +/- 0.0017084996377217155,-0.0007456503728251462 +/- 0.0014913007456503757,-0.0002485501242750265 +/- 0.0014254060094519541,0.00534382767191387 +/- 0.001475684600708945,0.0013256006628003414 +/- 0.0020612850546188363,0.0003728251864126175 +/- 0.0005988745772493994,0.000497100248550153 +/- 0.0009037872505911779,0.0004556752278376375 +/- 0.0010553222206178062,-0.0015741507870753568 +/- 0.0018414341980855853,-0.000994200497100206 +/- 0.001529924218112618,4.142502071251553e-05 +/- 0.0001242750621375466,-0.008077879038939506 +/- 0.0019452124079327312,-4.142502071249332e-05 +/- 0.00034410206557241956,0.0005799502899751507 +/- 0.0004971002485501159,8.285004142504216e-05 +/- 0.00024855012427507097,0.00041425020712512197 +/- 0.0004142502071251108,-0.015285832642916308 +/- 0.002937673678788944,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002941176470588225 +/- 0.000626874314433378,0.0 +/- 0.0,-0.001325600662800286 +/- 0.001077050538525279,0.0003314001657001131 +/- 0.0005799502899751443,0.0006628003314001818 +/- 0.0007222699160796397,0.0011599005799503015 +/- 0.0006628003314001693,-0.001822700911350439 +/- 0.002185734210152931,0.001201325600662817 +/- 0.0007957486624812927,0.002071251035625521 +/- 0.0018056747901991127,0.0005385252692626463 +/- 0.0008894329143986489,0.0008285004142502105 +/- 0.0008489602954399035,0.003852526926263489 +/- 0.0014710257584560837,-0.0007870753935376729 +/- 0.00022308056367583386,-4.142502071247112e-05 +/- 0.00043248991337655997,0.005758077879038958 +/- 0.0012626139730015015,-0.003811101905550929 +/- 0.001869182133003897,-0.0012427506213752771 +/- 0.000667958388425716,0.002816901408450734 +/- 0.0016652652230523582,0.0009113504556752417 +/- 0.00036113495803984086,0.004805302402651224 +/- 0.0012592116117291325,-0.002361226180613052 +/- 0.002192397451930292,0.00849212924606465 +/- 0.0014260078275110694,-0.0028997514498757203 +/- 0.0018983329308019169,0.005965202982601503 +/- 0.0016171682929530448,-0.0001657000828499955 +/- 0.0015186663446415103,0.005468102734051394 +/- 0.001479749055467445,-0.003189726594863285 +/- 0.002429993268610204,0.0032311516155758336 +/- 0.002198260010177563,0.006462303231151645 +/- 0.0023666705645543845,-0.003935376967688487 +/- 0.0013645127665286385,0.0012841756420878703 +/- 0.0016923527933567124,-0.008574979287489615 +/- 0.002923620544920286,-0.009817729908864935 +/- 0.002533708149688979,-0.011267605633802791 +/- 0.0016445263663031717,-0.005509527754763854 +/- 0.0016780968600272367,-0.0016984258492129146 +/- 0.0024044360995743945,-0.001325600662800308 +/- 0.0008845963754789956,-0.0012427506213752771 +/- 0.0022613660420805716,0.000745650372825224 +/- 0.0018414341980855708,-0.0022369511184755276 +/- 0.0022628832284586065,0.0033140016570008535 +/- 0.0018525832456502138,-0.0065451532725766095 +/- 0.0019412385275658676,0.0021126760563380366 +/- 0.0014163480527985709,0.013711681855840952 +/- 0.002502359289235963,-0.000455675227837582 +/- 0.0016616546081301992,0.00915492957746481 +/- 0.002495492209085161,-0.017067108533554254 +/- 0.001333345231104456,0.005053852526926273 +/- 0.002928019394709595,0.06640430820215412 +/- 0.006062930708596687,-0.002609776304888123 +/- 0.0024650498006316304,0.04610604805302404 +/- 0.004556940570034586,0.004846727423363728 +/- 0.0023068195181981583,0.011847555923777963 +/- 0.0030899844571618046
