,scr_iqr,scl_ptp,bvp_n_below_mean,scr_lineintegral,bvp_iqr,bvp_max,hrv_max,scr_max,scl_entropy,bvp_perm_entropy,scr_mean,bvp_peaks,hrv_ptp,bvp_mean,bvp_lineintegral,hrv_n_below_mean,bvp_rms,hrv_lineintegral,hrv_entropy,scr_svd_entropy,scl_std,bvp_pct_95,bvp_sum,scr_iqr_5_95,bvp_iqr_5_95,bvp_std,hrv_pct_95,hrv_skewness,hrv_svd_entropy,scl_kurtosis,scl_iqr,scl_energy,scr_perm_entropy,bvp_min,scl_skewness,hrv_iqr,hrv_iqr_5_95,hrv_energy,hrv_n_sign_changes,hrv_perm_entropy,scr_entropy,scr_n_above_mean,hrv_sum,hrv_std,hrv_rms,hrv_peaks,hrv_kurtosis,hrv_mean,hrv_n_above_mean,scr_rms,scr_ptp,scr_energy,scr_n_below_mean,scr_n_sign_changes,scr_peaks,scr_pct_5,scr_min,scl_iqr_5_95,bvp_energy,bvp_entropy,scl_peaks,scl_min,scl_n_below_mean,scl_rms,scr_sum,scl_n_sign_changes,scl_perm_entropy,scr_std,scl_n_above_mean,scl_lineintegral,scl_sum,bvp_n_above_mean,scr_skewness,scr_pct_95,bvp_svd_entropy,scl_mean,hrv_pct_5,scl_max,bvp_kurtosis,bvp_n_sign_changes,bvp_pct_5,scr_kurtosis,scl_svd_entropy,bvp_skewness,scl_pct_5,scl_pct_95,hrv_min,bvp_ptp
0,-0.006389001213101475 +/- 0.0027710217062696173,0.0001617468661544663 +/- 0.00019809864478634445,0.007359482410028329 +/- 0.004425188522540854,-0.007723412858875844 +/- 0.0030284374190623223,-0.005903760614638065 +/- 0.0023799335171148014,0.008491710473109593 +/- 0.0007233539757378933,0.005701577031945048 +/- 0.00140601202189353,0.0012939749292357305 +/- 0.000621200626596726,-0.002709260008087311 +/- 0.0005732894006776246,-0.003356247472705176 +/- 0.003329835321640144,-0.007885159725030344 +/- 0.0009440046526428315,0.007723412858875889 +/- 0.004157122598808246,-0.0032349373230893264 +/- 0.0007456162116694523,0.00036393044884754924 +/- 0.00012131014961584975,0.005822887181560899 +/- 0.0010101088553818559,0.0 +/- 0.0,0.000768297614233715 +/- 0.0005256773150020155,-0.00024262029923169948 +/- 0.0009078020348015925,-0.00048524059846339896 +/- 0.0010820127909631615,0.002587949858471483 +/- 0.0008127679434792661,0.0 +/- 0.0,-0.009098261221188841 +/- 0.002031919858698093,8.087343307723316e-05 +/- 0.00030260067826719744,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0019005256773149902 +/- 0.0011154965001321326,0.0010917913465426476 +/- 0.0005440203820086352,0.0009300444803881814 +/- 0.000768297614233715,-0.00028305701577031607 +/- 0.0008682131238812628,0.0025475131419328777 +/- 0.0013417436330802588,-0.0051354630004043274 +/- 0.0018088369790816902,0.0 +/- 0.0,0.002830570157703205 +/- 0.0009904932239317673,0.0013748483623129636 +/- 0.00037060862878736633,-0.0014152850788515803 +/- 0.0007725423847368608,-0.000768297614233715 +/- 0.00033589259453772647,0.03837444399514759 +/- 0.0015498397005043964,0.0 +/- 0.0,0.001940962393853629 +/- 0.001362903319559475,0.0 +/- 0.0,0.0 +/- 0.0,4.043671653861658e-05 +/- 0.00012131014961584975,-0.0032349373230893264 +/- 0.0010388380573121696,-0.0034371209057824093 +/- 0.0013071758896275308,0.0 +/- 0.0,0.0 +/- 0.0,-0.0008491710473109481 +/- 0.0006380806242644282,-0.003356247472705176 +/- 0.0006277466516886307,-0.008087343307723427 +/- 0.0010388380573121696,0.0012939749292357305 +/- 0.0007188187963862097,0.007278608976951095 +/- 0.0011293360326541668,-0.0015770319450060465 +/- 0.00021775838281983177,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.012333198544278213 +/- 0.0024745816871482884,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.007642539425798645 +/- 0.0011358327460726221,0.0 +/- 0.00018083849393447332,0.0015365952284674411 +/- 0.000970481196926822,0.0011726647796198807 +/- 0.0004592728140558193,0.0 +/- 0.0,0.001253538212697125 +/- 0.0017481574056787202,-0.0006469874646178652 +/- 0.0012939749292357305,0.0 +/- 0.0,-0.001738778811160513 +/- 0.0006011350079789052,0.0011322280630812643 +/- 0.0003026006782671975,-0.002426202992317006 +/- 0.004791367001568472,0.0014961585119288134 +/- 0.0006277466516886308,0.004569348968863784 +/- 0.0012920780678261437,-0.014112414071977341 +/- 0.004246625389878103,0.0010513546300040312 +/- 0.000705038244001718,-0.018762636473918314 +/- 0.0016395580212465062,0.0020622725434694565 +/- 0.0007108126094317503,0.005418520016174722 +/- 0.0016295545232195602,0.00315406389001216 +/- 0.0009185456281116835,0.0001617468661544663 +/- 0.0002682268330250999,0.0 +/- 0.0,-0.003356247472705187 +/- 0.0021628918916807554,0.00315406389001216 +/- 0.001410076488003481,0.001253538212697114 +/- 0.0005559129431810495,0.028831378892033976 +/- 0.0025320618203725524,-0.024625960372017773 +/- 0.002096868930443078,0.020218358269308546 +/- 0.0034643671638663774
