,scl_pct_95,scl_max,scr_lineintegral,scl_pct_5,scl_mean,scl_svd_entropy,scr_std,scl_ptp,scl_std,scr_svd_entropy,scr_perm_entropy,scl_kurtosis,scl_entropy,scl_n_sign_changes,scr_entropy,scl_iqr,scl_energy,scr_n_sign_changes,scr_pct_5,scr_rms,scl_peaks,scr_energy,scr_min,scl_rms,scl_skewness,scr_kurtosis,scr_n_above_mean,scr_n_below_mean,scr_skewness,scl_perm_entropy,scl_n_above_mean,scl_n_below_mean,scr_iqr,scr_mean,scr_sum,scl_min,scr_pct_95,scr_iqr_5_95,scl_sum,scr_peaks,scr_max,scr_ptp,scl_iqr_5_95,scl_lineintegral
0,0.013991163475699519 +/- 0.0013399454161960097,-0.0007363770250368162 +/- 0.0009879534510308314,0.007412862052037283 +/- 0.002815405195668064,0.0068728522336769515 +/- 0.001672006516045787,-0.0007363770250368162 +/- 0.000857351457858268,0.1427589592538046 +/- 0.006868643076050175,0.0007363770250368162 +/- 0.000503041274715737,-0.0009818360333824216 +/- 0.000905208095954134,0.0010800196367206638 +/- 0.0003673694046906164,-0.0050564555719194715 +/- 0.003112977685319123,0.0010309278350515427 +/- 0.0008629551218088798,-0.0008345606283750584 +/- 0.001076667265560198,-0.00039273441335296866 +/- 0.0005725038679278625,-0.004221894943544413 +/- 0.0010800196367206638,0.0002945508100147265 +/- 0.0003256381728380351,0.00039273441335296866 +/- 0.00019636720667648433,0.0 +/- 0.0,0.0002945508100147265 +/- 0.0004499337943010136,9.818360333824216e-05 +/- 0.00019636720667648433,0.0010309278350515427 +/- 0.0005125334565002707,0.0 +/- 0.0,0.0 +/- 0.0,0.0009327442317133006 +/- 0.0003436426116838476,0.0015218458517427536 +/- 0.0003436426116838476,-0.0002454590083456054 +/- 0.001227295041728027,0.0008345606283750584 +/- 0.00044182621502208974,0.0009327442317133006 +/- 0.0004631311306851532,0.0009327442317133006 +/- 0.0004631311306851532,0.00014727540500736325 +/- 0.00022496689715050683,0.00039273441335296866 +/- 0.00042797240486408035,0.002503681885125175 +/- 0.0005125334565002707,0.002503681885125175 +/- 0.0005125334565002707,0.0008345606283750584 +/- 0.0003834192280759267,0.0008345606283750584 +/- 0.0005829328466881627,0.0008345606283750584 +/- 0.0005829328466881627,0.0003436426116838476 +/- 0.0005400098183603319,0.0008345606283750584 +/- 0.0003143409051267956,0.0008345606283750584 +/- 0.0003143409051267956,0.0017182130584192379 +/- 0.000452604047977067,0.0 +/- 0.0,0.0004909180166912108 +/- 0.00038026346059964684,0.000589101620029453 +/- 0.0002945508100147265,0.0009327442317133006 +/- 0.00040778713121836257,0.0027982326951399017 +/- 0.000762109705265585
