,scl_iqr,scl_std,scl_kurtosis,scl_lineintegral,scr_perm_entropy,scl_iqr_5_95,scr_svd_entropy,scl_skewness,scr_skewness,scr_iqr_5_95,scr_min,scl_n_below_mean,scr_n_sign_changes,scr_peaks,scl_peaks,scl_svd_entropy,scl_ptp,scl_n_sign_changes,scr_energy,scr_pct_5,scr_entropy,scl_n_above_mean,scr_mean,scr_ptp,scr_pct_95,scr_kurtosis,scr_sum,scr_max,scl_perm_entropy,scr_n_above_mean,scr_lineintegral,scl_max,scr_n_below_mean,scr_std,scr_rms,scl_sum,scl_pct_5,scl_energy,scl_rms,scl_mean,scl_min,scl_pct_95,scr_iqr,scl_entropy
0,0.0017996108949416278 +/- 0.0018463281027336809,0.0032101167315174983 +/- 0.0017563686853373274,0.003112840466926059 +/- 0.001379129073809122,0.012110894941634198 +/- 0.002091439688715946,0.0011673151750972721 +/- 0.0008754863813229541,0.0013618677042801508 +/- 0.0015195038279973982,0.0017023346303501885 +/- 0.001291431716668454,0.0021400778210116655 +/- 0.0018094431165114988,-0.005739299610894944 +/- 0.0013014677198696463,-0.0015564202334630295 +/- 0.0014880407140834924,-0.0005836575875486361 +/- 0.0008368020687784626,-0.0005350194552529164 +/- 0.0007977246822401103,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.03117704280155642 +/- 0.002531520171142618,0.0004863813229571967 +/- 0.0015226143815659993,-0.0009727626459143934 +/- 0.00043503268044742835,-0.00043774319066147704 +/- 0.001053327228974107,-0.0006809338521400754 +/- 0.000759751913998699,-0.0017509727626459082 +/- 0.0007902761094003824,-0.0024319066147859836 +/- 0.0008700653608948567,-0.0015077821011673098 +/- 0.0008268482490272344,-0.0033560311284046573 +/- 0.0013132295719844311,0.0030155642023346196 +/- 0.0017099606839734323,-0.0021887159533073852 +/- 0.0013970239899168309,-0.0029669260700389 +/- 0.0012950901707873834,-0.006128404669260712 +/- 0.0010919233618990468,-0.0031614785992217787 +/- 0.0009543490695694802,-0.007344357976653759 +/- 0.0011602004320891844,-0.008268482490272445 +/- 0.0016422123556550851,0.0046692607003890885 +/- 0.0019111753603490691,-0.005787937743190674 +/- 0.0014004066195416659,-0.0007295719844357951 +/- 0.0011763994768918076,0.00024319066147859836 +/- 0.0012352553598443821,-0.026021400778210135 +/- 0.0018616400008759307,-0.02981517509727627 +/- 0.0020869103067047523,-0.0036478599221789754 +/- 0.0008768363996750916,-0.031857976653696496 +/- 0.0020891762251862307,-0.0032587548638132293 +/- 0.001754347159228755,-0.01050583657587556 +/- 0.0017292207037578906,-0.014785992217898891 +/- 0.0022937404907687853,-0.006468871595330772 +/- 0.0006171487130569292,-0.020184824902723775 +/- 0.002424599918407485
