,scl_min,scl_rms,scl_pct_5,scl_lineintegral,scl_entropy,scl_iqr,scr_lineintegral,scr_mean,scl_svd_entropy,scl_sum,scr_skewness,scl_max,scl_pct_95,scr_perm_entropy,scr_ptp,scr_svd_entropy,scl_mean,scr_iqr_5_95,scl_ptp,scl_std,scr_sum,scl_n_below_mean,scl_kurtosis,scl_perm_entropy,scr_kurtosis,scl_skewness,scr_pct_95,scl_energy,scr_n_above_mean,scr_std,scr_energy,scl_n_sign_changes,scl_peaks,scr_n_sign_changes,scr_min,scr_peaks,scr_entropy,scl_n_above_mean,scr_pct_5,scr_iqr,scl_iqr_5_95,scr_max,scr_n_below_mean,scr_rms
0,0.035165369649805434 +/- 0.002312741912056167,-0.00024319066147859836 +/- 0.0012159533073929918,0.0015077821011673098 +/- 0.005276508852512072,0.017363813229572034 +/- 0.0015692865568970448,-0.08312256809338522 +/- 0.00732952608571803,0.010505836575875472 +/- 0.002665795643199387,-0.004328793774319051 +/- 0.001619730136706873,0.006128404669260679 +/- 0.0010015204417302495,0.00462062256809338 +/- 0.005760077471948933,-0.04776264591439686 +/- 0.0032973640577195406,-0.0014591439688715901 +/- 0.0004863813229571967,-0.05544747081712065 +/- 0.004063540578639173,-0.045914396887159516 +/- 0.003357088312594856,0.0016536964980544688 +/- 0.0011953507516969323,-0.014348249027237303 +/- 0.0017570420105241613,-0.008025291828793746 +/- 0.003078067574376787,0.07052529182879376 +/- 0.0030838263587835463,0.0 +/- 0.0,-0.00043774319066147704 +/- 0.0021362053750970497,0.0008754863813229541 +/- 0.001319519451969892,0.0 +/- 0.0,-0.00029182879377431803 +/- 0.00038910505836575737,-0.0021400778210116655 +/- 0.0013266713713021214,-0.0015564202334630295 +/- 0.0012645914396887115,-0.004182879377431892 +/- 0.0018987569354030221,0.0012645914396887115 +/- 0.0006228720075323761,-0.004766536964980528 +/- 0.002809246902372296,0.0 +/- 0.0,-0.0012645914396887115 +/- 0.0008196643748226,-0.018093385214007784 +/- 0.0015503285457694157,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.002091439688715946 +/- 0.0008153236680077893,0.0 +/- 0.0,-0.0005836575875486361 +/- 0.0006452577413142779,-0.0027723735408560213 +/- 0.0009241245136186738,0.002042801556420226 +/- 0.0004765544246659863,-0.003696498054474695 +/- 0.000848034813918416,0.0 +/- 0.0,-0.0014591439688715901 +/- 0.0013408607735496277,-0.004328793774319051 +/- 0.0019388260143963693,0.0 +/- 0.0
