,scl_min,scl_rms,scl_pct_5,scl_lineintegral,scl_entropy,scl_iqr,scr_lineintegral,scr_mean,scl_svd_entropy,scl_sum,scr_skewness,scl_max,scl_pct_95,scr_perm_entropy,scr_ptp,scr_svd_entropy,scl_mean,scr_iqr_5_95,scl_ptp,scl_std,scr_sum,scl_n_below_mean,scl_kurtosis,scl_perm_entropy,scr_kurtosis,scl_skewness,scr_pct_95,scl_energy,scr_n_above_mean,scr_std,scr_energy,scl_n_sign_changes,scl_peaks,scr_n_sign_changes,scr_min,scr_peaks,scr_entropy,scl_n_above_mean,scr_pct_5,scr_iqr,scl_iqr_5_95,scr_max,scr_n_below_mean,scr_rms
0,0.1331240946402704 +/- 0.006406024164774938,-0.000724287783679356 +/- 0.0004947827506499078,0.16962819893771125 +/- 0.00672561431754589,0.0011105746016417339 +/- 0.0006126787803210947,0.1074843070980203 +/- 0.005977312651064713,0.004538870111057469 +/- 0.0014027850358603387,0.017189763399324022 +/- 0.004109690551608533,-0.0002414292612264446 +/- 0.00032391134391593064,0.07474649927571224 +/- 0.005081727519815684,-0.0010140028971511229 +/- 0.0009020541618671757,0.011926605504587174 +/- 0.0017282018511031588,0.006035731530661536 +/- 0.003276685191177889,0.09319169483341383 +/- 0.0068252355322393566,0.007194591984548526 +/- 0.0011517972420933464,-0.0023660067600193013 +/- 0.0005484218585997423,-0.010960888459681295 +/- 0.0017146577406629414,-0.01632061805890872 +/- 0.0026429613101697697,0.006663447609850337 +/- 0.0015838937196385164,0.0172863351038146 +/- 0.0020234019159591416,0.0019314340898116899 +/- 0.0019908766903030655,0.046112988894254005 +/- 0.001970275785910499,4.828585224528892e-05 +/- 0.0002600272721938265,-0.0002414292612264446 +/- 0.00024142926122644456,0.0024142926122646237 +/- 0.002275078510746471,0.005021728633510381 +/- 0.002235796601214906,-0.015548044422984042 +/- 0.002303594484186697,-0.004635441815548013 +/- 0.0019932175220232127,0.00043457267020761135 +/- 0.00040109241250208124,-0.0023177209077740015 +/- 0.0014127222441649232,-0.0010622887493964006 +/- 0.0017248257942531816,0.0 +/- 0.0,-4.828585224528892e-05 +/- 0.00014485755673586677,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0002414292612264557 +/- 0.0005398522398599092,0.001062288749396445 +/- 0.0006760019314341035,0.0006760019314341114 +/- 0.0008691453404152474,0.02288749396426849 +/- 0.0035298246030897092,0.07006277160791889 +/- 0.0026574771426010817,0.00840173829068086 +/- 0.0014356415980027535,0.009415741187831983 +/- 0.0016900048285852295,-0.0037180106228874798 +/- 0.0007178207990013832
