,scl_iqr,scl_std,scl_kurtosis,scl_lineintegral,scr_perm_entropy,scl_iqr_5_95,scr_svd_entropy,scl_skewness,scr_skewness,scr_iqr_5_95,scr_min,scl_n_below_mean,scr_n_sign_changes,scr_peaks,scl_peaks,scl_svd_entropy,scl_ptp,scl_n_sign_changes,scr_energy,scr_pct_5,scr_entropy,scl_n_above_mean,scr_mean,scr_ptp,scr_pct_95,scr_kurtosis,scr_sum,scr_max,scl_perm_entropy,scr_n_above_mean,scr_lineintegral,scl_max,scr_n_below_mean,scr_std,scr_rms,scl_sum,scl_pct_5,scl_energy,scl_rms,scl_mean,scl_min,scl_pct_95,scr_iqr,scl_entropy
0,-0.002616431187859758 +/- 0.0015872057444377887,-0.005442176870748305 +/- 0.0016247173936431215,0.002982731554160123 +/- 0.0007418862835561318,-0.014809000523286242 +/- 0.002305430745359568,0.00031397174254316207 +/- 0.0005827068930225201,-0.006488749345892197 +/- 0.002082652929579524,0.0027734170591313667 +/- 0.0022083671215080204,0.00020931449502878952 +/- 0.001151229722658297,0.00026164311878598137 +/- 0.0009433676806551527,0.0014128728414442792 +/- 0.001535468419792919,-0.0005756148613291434 +/- 0.00036630036630038565,-0.00041862899005756793 +/- 0.0008038875717288026,0.0003663003663003761 +/- 0.0005756148613291495,0.0 +/- 0.0,0.0 +/- 0.0,0.005232862375719516 +/- 0.0020401453364330695,-0.0065410779696494 +/- 0.001658908161606197,0.00041862899005753464 +/- 0.00020931449502876732,0.00010465724751439476 +/- 0.0012775045123740037,0.0005232862375719405 +/- 0.0011701035989009783,0.00031397174254316207 +/- 0.0003471088215965893,5.232862375719183e-05 +/- 0.0010838469480485707,-0.0023547880690737767 +/- 0.0007849293563579182,0.0010465724751439031 +/- 0.0010724176625808235,0.00073260073260073 +/- 0.0009123807312487098,-0.0018315018315018471 +/- 0.000943367680655128,-0.0003139717425431732 +/- 0.0008173992334805387,0.00041862899005757904 +/- 0.0012558869701726726,0.00015698587127157548 +/- 0.0010736935912445376,0.00015698587127159768 +/- 0.0014623954591818252,-0.0007849293563579329 +/- 0.0015030252869016201,0.0038199895342752588 +/- 0.0011712731180324016,-0.0002093144950287784 +/- 0.0014273345575076858,0.0013082155939298846 +/- 0.0021223756976110238,-0.0023547880690737767 +/- 0.002247695614329081,0.005703819989534275 +/- 0.0020056272000771283,-0.015332286760858193 +/- 0.0031748427654877077,0.00015698587127159768 +/- 0.0018285091794511912,0.00507587650444794 +/- 0.001783016749073872,-0.008267922553636831 +/- 0.0017944979800609518,-0.013553113553113528 +/- 0.0029643137704382107,0.009733124018838312 +/- 0.002056188666079397,-0.0070120355834641605 +/- 0.0012427359588736632,0.001517530088958674 +/- 0.0025144979124508628
