,scl_pct_95,scl_max,scr_lineintegral,scl_pct_5,scl_mean,scl_svd_entropy,scr_std,scl_ptp,scl_std,scr_svd_entropy,scr_perm_entropy,scl_kurtosis,scl_entropy,scl_n_sign_changes,scr_entropy,scl_iqr,scl_energy,scr_n_sign_changes,scr_pct_5,scr_rms,scl_peaks,scr_energy,scr_min,scl_rms,scl_skewness,scr_kurtosis,scr_n_above_mean,scr_n_below_mean,scr_skewness,scl_perm_entropy,scl_n_above_mean,scl_n_below_mean,scr_iqr,scr_mean,scr_sum,scl_min,scr_pct_95,scr_iqr_5_95,scl_sum,scr_peaks,scr_max,scr_ptp,scl_iqr_5_95,scl_lineintegral
0,0.010505836575875449 +/- 0.006278653526499949,0.08054474708171205 +/- 0.007132413533005214,0.061964980544747084 +/- 0.006114492268411543,0.06099221789883269 +/- 0.004522038637809112,0.055787937743190665 +/- 0.007295881969664268,0.02684824902723737 +/- 0.005415239556310012,0.04698443579766535 +/- 0.006199024889632242,0.03686770428015562 +/- 0.005228542665516202,-0.04367704280155645 +/- 0.001580552218800804,0.04946498054474705 +/- 0.005567101160482206,0.006614785992217875 +/- 0.0023548090344183196,0.01040856031128401 +/- 0.001601369419567536,-0.022714007782101198 +/- 0.0020410637410853316,-0.0015077821011673098 +/- 0.0007674967820067824,0.0019941634241245065 +/- 0.00098364535098038,0.010505836575875449 +/- 0.002647987857746333,0.02470817120622567 +/- 0.007417275307668598,0.0034533073929960967 +/- 0.001097326281388953,4.863813229571967e-05 +/- 0.0002619243583236617,-0.060116731517509736 +/- 0.0014943863322701518,0.0 +/- 0.0,0.0013132295719844311 +/- 0.0009241245136186738,0.00019455252918287869 +/- 0.0005416113193414399,0.021157587548638113 +/- 0.00503234289481321,0.019601167315175094 +/- 0.00270849334481052,0.0003404669260700377 +/- 0.00031143600376618805,0.0026264591439688623 +/- 0.0009776143600312116,0.0026264591439688623 +/- 0.0009776143600312116,0.0006322957198443557 +/- 0.00037987595699934956,-9.727626459143934e-05 +/- 0.0006074900776652117,-0.006712062256809315 +/- 0.0014230290698762395,-0.006712062256809315 +/- 0.0014230290698762395,-0.017217898832684875 +/- 0.001886256753858487,0.016099221789883232 +/- 0.0031329149640443696,0.016099221789883232 +/- 0.0031329149640443696,0.025972762645914395 +/- 0.007598141861937176,-0.04922178988326853 +/- 0.0018302419963255557,-0.051167315175097317 +/- 0.0017777886072467897,-0.0034533073929960967 +/- 0.001901869143581428,-0.01794747081712067 +/- 0.001276693068911152,-0.024659533073929985 +/- 0.0020177498553201815,-0.024902723735408583 +/- 0.0016393287496452,-0.007733463035019428 +/- 0.002045694634709437,-0.05851167315175099 +/- 0.0014920098881496023
