,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_pct_5,hrv_min,hrv_skewness,hrv_ptp,hrv_rms,hrv_iqr,hrv_kurtosis,hrv_peaks,hrv_entropy,hrv_n_below_mean,hrv_n_sign_changes,hrv_n_above_mean,hrv_energy,hrv_iqr_5_95,hrv_sum,hrv_perm_entropy,hrv_std,hrv_mean
0,0.023384706579727244 +/- 0.0031322907446013886,0.017990515708357968 +/- 0.0042828273601779885,-0.001867219917012475 +/- 0.002462129748184995,0.002608180201541188 +/- 0.0024754727940510994,-0.01970954356846477 +/- 0.001238091201790477,-0.02439241256668645 +/- 0.003627649537209919,-0.004831061055127506 +/- 0.003348091174385699,0.012507409602845243 +/- 0.002722219917772375,-0.005601659751037424 +/- 0.0015138817770150885,-0.007765263781861376 +/- 0.0027828558611275546,-0.0027267338470658544 +/- 0.0016222800454539876,-0.004208654416123369 +/- 0.0013504191760396838,-0.003378778897451129 +/- 0.002433961489940496,-0.006668642560758831 +/- 0.0009488921513682314,0.0 +/- 0.0,-0.008535862477771272 +/- 0.0017118588118783167,-0.015263781861292292 +/- 0.0015471704962819373,0.0038529934795494825 +/- 0.0017282015100312032,-0.012151748666271556 +/- 0.0021698879926168417,-0.0021043272080616847 +/- 0.0022038306395994853,-0.004534676941316029 +/- 0.0014462208534387609,-0.006342620035566182 +/- 0.001535487118789398
