,hrv_pct_95,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_skewness,hrv_ptp,hrv_rms,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_peaks,hrv_pct_5,hrv_energy,hrv_min,hrv_sum,hrv_n_below_mean,hrv_iqr,hrv_kurtosis,hrv_std,hrv_entropy,hrv_max,hrv_iqr_5_95
0,-0.00487580496780129 +/- 0.0039639158904733515,0.024839006439742396 +/- 0.00460798620208816,0.0743023612388838 +/- 0.007278828329636985,-0.0005826433609322334 +/- 0.0021176923239030615,0.007819687212511505 +/- 0.0040456305020695315,-0.024287028518859256 +/- 0.00393379152672789,0.011438209138301136 +/- 0.002331581957101554,0.0018399264029438811 +/- 0.0023871819019967494,0.0015026065624041962 +/- 0.0020269368745367373,0.0 +/- 0.0,-0.000674639681079403 +/- 0.00038301122345284216,0.032750689972401104 +/- 0.004161470825804936,0.006225084329960129 +/- 0.0014900374870599846,0.09438822447102116 +/- 0.005379665687724845,0.0007359705611775346 +/- 0.0009421828577575719,-0.0038025145660840255 +/- 0.0016525229788785691,0.005121128488193805 +/- 0.0033340822532796337,-0.0009506286415210008 +/- 0.0021703247199288977,-0.003955841766329349 +/- 0.001325726238651771,-0.01861392210978229 +/- 0.0013579631907687606,0.09411223551057957 +/- 0.005186812395512312,-0.02447102115915365 +/- 0.0024677582997523007
