,hrv_rms,hrv_peaks,hrv_pct_5,hrv_perm_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_pct_95,hrv_n_sign_changes,hrv_svd_entropy,hrv_energy,hrv_skewness,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_below_mean,hrv_n_above_mean,hrv_max,hrv_ptp,hrv_iqr,hrv_sum,hrv_mean,hrv_min
0,0.04134382566585957 +/- 0.008080830403751089,0.011380145278450372 +/- 0.004396857093785687,0.024636803874092006 +/- 0.00561226488450329,0.0009685230024213176 +/- 0.0015060357511652227,0.0029055690072639197 +/- 0.005181117173494094,-0.000363196125907983 +/- 0.0008855168788334077,0.012681598062954002 +/- 0.006549639601132633,0.0 +/- 0.0,-0.0086864406779661 +/- 0.0025540562287880947,0.0031174334140435913 +/- 0.004538034300564397,-0.015193704600484258 +/- 0.0030621404043442587,0.0017857142857143015 +/- 0.003698071641711764,0.0738498789346247 +/- 0.005020930109764585,-0.014588377723970947 +/- 0.0026413346524541614,0.09818401937046004 +/- 0.006708212672135609,0.006325665859564155 +/- 0.007065036016893125,0.08756053268765134 +/- 0.008671241479746426,0.03852905569007263 +/- 0.005421056204412925,0.011016949152542376 +/- 0.0032659614915777745,0.10081719128329296 +/- 0.007770202238880638,0.10081719128329296 +/- 0.007770202238880638,0.0562046004842615 +/- 0.006165797283998675
