,hrv_pct_95,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_skewness,hrv_ptp,hrv_rms,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_peaks,hrv_pct_5,hrv_energy,hrv_min,hrv_sum,hrv_n_below_mean,hrv_iqr,hrv_kurtosis,hrv_std,hrv_entropy,hrv_max,hrv_iqr_5_95
0,0.0327481840193705 +/- 0.003242315191487195,-0.007687651331719103 +/- 0.00393974336447288,0.06452784503631964 +/- 0.009423288961463142,0.012106537530266392 +/- 0.0020837668859635026,0.009322033898305104 +/- 0.00454156549198612,-0.009624697336561716 +/- 0.004410586254708677,-0.00151331719128327 +/- 0.0028903962194463183,0.01700968523002424 +/- 0.0033038871789334502,-0.0016041162227602769 +/- 0.0016075389497444924,0.0 +/- 0.0,-0.009897094430992692 +/- 0.002492337394193724,0.004085956416464931 +/- 0.005654624656071827,0.009412832929782122 +/- 0.002137798230800271,0.016525423728813604 +/- 0.005127801110059905,0.0026331719128329435 +/- 0.0031103730669654298,0.0011198547215496735 +/- 0.001795944757765943,0.00160411622276031 +/- 0.001942948407470211,-0.0017251815980629305 +/- 0.0018162328315590227,-0.002209443099273589 +/- 0.001952355135940718,0.024878934624697358 +/- 0.002366975156902808,0.05015133171912837 +/- 0.0054698409740299115,0.009170702179176805 +/- 0.0018362967690214878
