,hrv_pct_95,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_skewness,hrv_ptp,hrv_rms,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_peaks,hrv_pct_5,hrv_energy,hrv_min,hrv_sum,hrv_n_below_mean,hrv_iqr,hrv_kurtosis,hrv_std,hrv_entropy,hrv_max,hrv_iqr_5_95
0,0.02261086820737035 +/- 0.003182445772106669,0.021299188007495286 +/- 0.004711146776547914,0.08488444722048717 +/- 0.006216042625671318,0.0031230480949406393 +/- 0.001868616527376814,0.008588382261086769 +/- 0.0028801548061722993,-0.0022173641474078853 +/- 0.0016134405188119399,0.0069019362898188 +/- 0.001328305453974821,-0.010087445346658397 +/- 0.0029030911710455046,0.0031230480949406393 +/- 0.001975189044452424,0.0 +/- 0.0,-0.0027795128044972085 +/- 0.001967520299812631,0.029044347282948125 +/- 0.007864874396696227,-0.003091817613991277 +/- 0.0015829264081791722,0.03963148032479695 +/- 0.0034620787676959007,0.0015927545284197485 +/- 0.0011212569063720403,-0.0022173641474078853 +/- 0.003000239989787022,0.012367270455964996 +/- 0.004271160773836071,0.0021861336664584564 +/- 0.002260707191861802,-0.004528419737663991 +/- 0.0016832620834743234,0.013928794503435338 +/- 0.0016058663500540325,0.03116801998750778 +/- 0.005956431381077878,-0.009119300437226797 +/- 0.0017489069331667827
