,hrv_rms,hrv_peaks,hrv_pct_5,hrv_perm_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_pct_95,hrv_n_sign_changes,hrv_svd_entropy,hrv_energy,hrv_skewness,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_below_mean,hrv_n_above_mean,hrv_max,hrv_ptp,hrv_iqr,hrv_sum,hrv_mean,hrv_min
0,0.10396627108057463 +/- 0.007606978461052243,0.045971267957526554 +/- 0.005266388881506903,0.04672079950031233 +/- 0.008941085435298696,0.0033104309806371245 +/- 0.0009072978792213648,-9.36914428482205e-05 +/- 0.001458500240953866,-0.0010930668332292393 +/- 0.0016481292694514493,0.03800749531542785 +/- 0.00753043251704703,0.0 +/- 0.0,-0.002061211742660851 +/- 0.002119075009829793,-0.0018113678950655854 +/- 0.006981671632638861,9.36914428482205e-05 +/- 0.0014517975389343584,0.05746408494690819 +/- 0.006340633722306786,0.23141786383510307 +/- 0.0094881058906704,0.03269831355402873 +/- 0.0030537278615664506,0.21873828856964397 +/- 0.006629694884614782,0.18176139912554654 +/- 0.0056197512763400785,0.34584634603372894 +/- 0.004586098032674731,0.19553404122423484 +/- 0.005840099937539055,0.14222361024359775 +/- 0.00548128305545005,0.40758900687070587 +/- 0.006701758504998063,0.40758900687070587 +/- 0.006701758504998063,0.2722361024359775 +/- 0.005523558863314646
