,hrv_pct_95,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_skewness,hrv_ptp,hrv_rms,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_peaks,hrv_pct_5,hrv_energy,hrv_min,hrv_sum,hrv_n_below_mean,hrv_iqr,hrv_kurtosis,hrv_std,hrv_entropy,hrv_max,hrv_iqr_5_95
0,0.09215438152483393 +/- 0.004085888823307887,-0.02378993989243907 +/- 0.004588355775847116,0.09648845302119584 +/- 0.00696988143183165,-0.001739955710218255 +/- 0.002094885559144988,0.012812401138880136 +/- 0.003872611027479235,0.021069281872825075 +/- 0.0029582207472473136,0.008225245175577378 +/- 0.0019086495576081562,0.010534640936412543 +/- 0.002930518417493383,0.005631129389433753 +/- 0.0013555384552754743,0.0 +/- 0.0,-0.0074659917747547985 +/- 0.0010700116751210238,0.02378993989243915 +/- 0.00479109016580641,0.004776969313508383 +/- 0.0018578990015850597,0.06304966782663717 +/- 0.004760179245961642,0.010471369819677357 +/- 0.0017179593777140784,0.0005378044922492942 +/- 0.0010592008252314654,0.008193609617209774 +/- 0.0027848277287797333,0.014837076874406852 +/- 0.002343808470989103,0.004903511546978845 +/- 0.002137449659172273,-0.0033533691869661155 +/- 0.0018018387682250227,0.08250553622271435 +/- 0.004836827549159491,0.01297057893071817 +/- 0.0008127322099756501
