,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_pct_5,hrv_min,hrv_skewness,hrv_ptp,hrv_rms,hrv_iqr,hrv_kurtosis,hrv_peaks,hrv_entropy,hrv_n_below_mean,hrv_n_sign_changes,hrv_n_above_mean,hrv_energy,hrv_iqr_5_95,hrv_sum,hrv_perm_entropy,hrv_std,hrv_mean
0,-0.00017835909631392367 +/- 0.0050205260721868875,0.007193816884661103 +/- 0.0036572072530867343,-0.014149821640903715 +/- 0.002970272531937398,-0.010552913198573132 +/- 0.0012559233159499194,-0.013882282996432826 +/- 0.002451491548159225,-0.015517241379310376 +/- 0.0029750287760277835,-0.010285374554102288 +/- 0.0019456680347150457,-0.0032996432818073853 +/- 0.0029828896230490406,-0.004934601664684924 +/- 0.0015797063324121737,-0.007788347205707502 +/- 0.001831500808650341,-0.0007728894173603007 +/- 0.002303373439692093,-0.002675386444708694 +/- 0.002248236670771587,-0.00936385255648039 +/- 0.002047680154493985,-0.008501783590963152 +/- 0.001895050826457702,0.0 +/- 0.0,-0.00431034482758621 +/- 0.0014271823881281463,-0.009601664684898958 +/- 0.0014925553163654117,-0.007461355529131996 +/- 0.003081967426464416,-0.00802615933412606 +/- 0.0018081933799935271,-0.010969084423305608 +/- 0.002551809742212358,-0.007877526753864472 +/- 0.0012346349380080407,-0.00582639714625448 +/- 0.001693107118418335
