,hrv_rms,hrv_peaks,hrv_pct_5,hrv_perm_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_pct_95,hrv_n_sign_changes,hrv_svd_entropy,hrv_energy,hrv_skewness,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_below_mean,hrv_n_above_mean,hrv_max,hrv_ptp,hrv_iqr,hrv_sum,hrv_mean,hrv_min
0,0.07525298988040476 +/- 0.006463355315639463,0.00601042624961663 +/- 0.002540609037376009,0.019932536031892035 +/- 0.004744727491528106,-0.003526525605642483 +/- 0.001583061576098167,-0.0007973014412757329 +/- 0.006122652882786063,0.00030665440049060244 +/- 0.00019394527201275187,-0.01763262802821224 +/- 0.006266938662358758,0.0 +/- 0.0,0.006715731370745126 +/- 0.00317931261043428,-0.026862925482980703 +/- 0.004160114782486754,0.00251456608402324 +/- 0.001356230873198164,-0.010211591536338572 +/- 0.0030265717417164674,0.22312174179699476 +/- 0.009150641302020165,0.041122355105795726 +/- 0.0027167918499580446,0.17065317387304502 +/- 0.0038551958987619594,0.1430236123888377 +/- 0.006963418565611362,0.2333946642134314 +/- 0.006056637899497473,0.0658080343452928 +/- 0.004778695007873303,0.08065010732904013 +/- 0.006018556479777785,0.3330880098129408 +/- 0.006210489808133368,0.3330880098129408 +/- 0.006210489808133368,0.1898190739037105 +/- 0.005543578798393965
