,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_pct_5,hrv_min,hrv_skewness,hrv_ptp,hrv_rms,hrv_iqr,hrv_kurtosis,hrv_peaks,hrv_entropy,hrv_n_below_mean,hrv_n_sign_changes,hrv_n_above_mean,hrv_energy,hrv_iqr_5_95,hrv_sum,hrv_perm_entropy,hrv_std,hrv_mean
0,0.028045495360670435 +/- 0.003724114538918065,0.010056869200838037 +/- 0.005239577291142499,0.025022448368751827 +/- 0.004156445456292149,-0.013917988626159894 +/- 0.0019223634508627784,-0.017150553726429263 +/- 0.0030348777659889212,-0.010056869200838137 +/- 0.0024689123768095052,-0.01290032924274176 +/- 0.002869179043760024,0.0019455252918287869 +/- 0.002865429706589904,-0.010326249625860585 +/- 0.0023615285600208933,-0.007363064950613641 +/- 0.0027438890479176263,-0.002753666566896129 +/- 0.001697389629303535,0.0008680035917389972 +/- 0.0012588890059750384,-0.010715354684226353 +/- 0.0023899987761361336,-0.0026040107752169916 +/- 0.0024207258001311795,0.0 +/- 0.0,-0.0018557318168213044 +/- 0.0024710885891110704,-0.016402274768033576 +/- 0.0013032948851886958,0.004340017958694986 +/- 0.001851139909735549,-0.0031427716252618977 +/- 0.002307806827441045,0.013917988626159783 +/- 0.0020222922396418807,-0.011493564800957867 +/- 0.001986310688181622,-0.00868003591739006 +/- 0.0024056906671547805
