,hrv_rms,hrv_peaks,hrv_pct_5,hrv_perm_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_pct_95,hrv_n_sign_changes,hrv_svd_entropy,hrv_energy,hrv_skewness,hrv_std,hrv_lineintegral,hrv_entropy,hrv_n_below_mean,hrv_n_above_mean,hrv_max,hrv_ptp,hrv_iqr,hrv_sum,hrv_mean,hrv_min
0,0.14554102259215218 +/- 0.00473053396778421,0.019946492271105808 +/- 0.0029018013361918637,0.10879904875148631 +/- 0.00473576149132642,0.016260404280618312 +/- 0.002348394768133172,0.046135552913198576 +/- 0.004329879062076845,-0.0016646848989298468 +/- 0.0006933355404096479,0.06637931034482757 +/- 0.003755554438592575,0.0 +/- 0.0,-0.0010701545778834976 +/- 0.0005009601529831379,0.06420927467300833 +/- 0.0047282918313278546,-0.0018727705112960846 +/- 0.000959112116819342,0.018846611177170024 +/- 0.003788702489026121,0.07128418549346016 +/- 0.005942032393975954,0.04244946492271105 +/- 0.004827791212999215,0.05133769322235433 +/- 0.006944880176177461,0.08495838287752673 +/- 0.0038936062616011773,0.03754458977407847 +/- 0.007152980565708507,0.10095124851367418 +/- 0.00610255763156069,0.0933115338882283 +/- 0.006161999180113704,0.0590963139120095 +/- 0.004637336504161717,0.0590963139120095 +/- 0.004637336504161717,-0.005083234244946488 +/- 0.006369317955648894
