,hrv_lineintegral,hrv_svd_entropy,hrv_min,hrv_rms,hrv_iqr,hrv_kurtosis,hrv_skewness,hrv_pct_95,hrv_peaks,hrv_n_sign_changes,hrv_energy,hrv_n_above_mean,hrv_max,hrv_pct_5,hrv_perm_entropy,hrv_n_below_mean,hrv_mean,hrv_ptp,hrv_entropy,hrv_std,hrv_sum,hrv_iqr_5_95
0,0.035444543562295594 +/- 0.0031743101147980995,0.04076717216770744 +/- 0.002324118112360283,0.005322628605411872 +/- 0.003080014459342545,-0.0020814748736247223 +/- 0.0014808087538493845,0.005709188224799333 +/- 0.002731123997194179,0.00603627713351178 +/- 0.0018428724867494643,0.0055307760927743475 +/- 0.001248884924174834,-0.004252155813261915 +/- 0.0018332515779718496,0.00044603033006248574 +/- 0.0018293890473115636,0.0 +/- 0.0,-0.0020814748736247 +/- 0.0011361863321167481,-0.0005947071067498921 +/- 0.001516211571095093,0.01561106155218558 +/- 0.0023080842545733014,0.0029735355337496606 +/- 0.001309706544486795,0.004430567945286989 +/- 0.0013459970618800053,-0.0036277133511745108 +/- 0.0013870834123925813,-0.002081474873624689 +/- 0.0018900087519560709,0.006660719595599185 +/- 0.0019279887097766676,0.0024680344930122166 +/- 0.0008623253047873971,0.005441570026761877 +/- 0.0009776557967751261,-0.0018733273862622246 +/- 0.0016718040793185299,0.0050847457627119065 +/- 0.0025629392485003156
