,hrv_pct_5,hrv_rms,hrv_pct_95,hrv_lineintegral,hrv_ptp,hrv_n_below_mean,hrv_iqr,hrv_entropy,hrv_energy,hrv_n_above_mean,hrv_perm_entropy,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_skewness,hrv_svd_entropy,hrv_iqr_5_95,hrv_std,hrv_sum,hrv_mean,hrv_max,hrv_min
0,0.13964825671089162 +/- 0.006192802968347202,0.1356062943535945 +/- 0.006522316209794314,0.10496760259179261 +/- 0.004216604827116697,0.08259796359148405 +/- 0.007977052279569293,0.055692687442147434 +/- 0.00763333671649815,0.04461585930268429 +/- 0.007015894348591654,0.03866090712742976 +/- 0.005792220424599065,0.024807158284480036 +/- 0.0031198333007749534,0.02443690219068182 +/- 0.001824343782671334,0.015303918543659312 +/- 0.0070267414397140356,0.004875038568343049 +/- 0.00268205045505716,0.0 +/- 0.0,-0.000246837395865529 +/- 0.0017767577968390124,-0.000709657513113282 +/- 0.0024060711773998145,-0.005831533477321871 +/- 0.0027887232469603934,-0.006788028386300604 +/- 0.002203464495076471,-0.010583153347732233 +/- 0.0032332695687622578,-0.016784942918852262 +/- 0.006027648415207011,-0.060629435359457015 +/- 0.006583334863730887,-0.060629435359457015 +/- 0.006583334863730887,-0.06744831842024071 +/- 0.006154250818421234,-0.08972539339709974 +/- 0.005519106988913543
