,hrv_lineintegral,hrv_pct_95,hrv_svd_entropy,hrv_max,hrv_pct_5,hrv_min,hrv_iqr,hrv_rms,hrv_perm_entropy,hrv_ptp,hrv_kurtosis,hrv_sum,hrv_peaks,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_below_mean,hrv_n_sign_changes,hrv_std,hrv_entropy,hrv_skewness,hrv_energy,hrv_mean
0,0.03912207625760979 +/- 0.010044180291935653,-0.02172380647228448 +/- 0.0036329478457054337,0.02255687279718045 +/- 0.003880006537192077,0.008811278436398623 +/- 0.005758920775069884,-0.027042614546619624 +/- 0.0024325860808846293,-0.009964754886254357 +/- 0.00396441985785992,0.045081704581864834 +/- 0.002247671888150669,0.009804549823774489 +/- 0.0005206048320817664,0.005895546299263111 +/- 0.0021787888497276546,-0.008586991348926576 +/- 0.002807202321539177,-0.004774110861903191 +/- 0.0019354999436768912,-0.010445370073694282 +/- 0.001807976415208705,-0.007561678949054751 +/- 0.0021069249885002973,-0.003780839474527342 +/- 0.0006535109918093987,0.039859019545017665 +/- 0.0027940056849204303,-0.009804549823774378 +/- 0.0016224272862764638,0.0 +/- 0.0,0.001570009612303802 +/- 0.0019566016841745483,0.03248958667093885 +/- 0.0031269139118887067,-0.012944569048381881 +/- 0.002568082654215183,-0.0038128804870233403 +/- 0.0014853350831783585,-0.015283562960589492 +/- 0.0023416259391981194
