,hrv_lineintegral,hrv_pct_95,hrv_svd_entropy,hrv_max,hrv_pct_5,hrv_min,hrv_iqr,hrv_rms,hrv_perm_entropy,hrv_ptp,hrv_kurtosis,hrv_sum,hrv_peaks,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_below_mean,hrv_n_sign_changes,hrv_std,hrv_entropy,hrv_skewness,hrv_energy,hrv_mean
0,0.02234169653524496 +/- 0.006282065718606613,0.04235364396654725 +/- 0.005359391832104381,0.08237753882915176 +/- 0.003822244509688499,0.04280167264038237 +/- 0.006519360324493491,0.0017025089605735232 +/- 0.0017469926900704545,0.007228195937873416 +/- 0.0038385481066708165,-0.006212664277180357 +/- 0.0030277959133749475,-0.002389486260453966 +/- 0.001051781174531606,-0.0030465949820787986 +/- 0.003120658993216001,0.00549581839904425 +/- 0.0019041072222830714,0.001941457586618922 +/- 0.0032835064826159444,-0.004181600955794474 +/- 0.0010084792721705023,0.001254480286738391 +/- 0.0008212501245440753,-0.0014038231780166832 +/- 0.0014513178749410067,0.001135005973715697 +/- 0.002020493969568432,-0.008422939068100299 +/- 0.0012936922238774066,0.0 +/- 0.0,0.007795698924731231 +/- 0.0014101638750433651,0.0482676224611709 +/- 0.0035897011200892617,0.01242532855436087 +/- 0.0029874551374073966,-0.0035543608124252836 +/- 0.0021763107803998575,0.010752688172043067 +/- 0.0024228554110720625
