,hrv_lineintegral,hrv_pct_95,hrv_svd_entropy,hrv_max,hrv_pct_5,hrv_min,hrv_iqr,hrv_rms,hrv_perm_entropy,hrv_ptp,hrv_kurtosis,hrv_sum,hrv_peaks,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_below_mean,hrv_n_sign_changes,hrv_std,hrv_entropy,hrv_skewness,hrv_energy,hrv_mean
0,0.03922548407245478 +/- 0.010368519675202989,0.08307307932542166 +/- 0.004579287413683672,-0.00012492192379759404 +/- 0.004655751443743704,0.14244222361024364 +/- 0.006101464143097418,0.010680824484697116 +/- 0.004145074334300318,0.05224859462835733 +/- 0.005008672056369848,0.004590880699562816 +/- 0.004038404301859692,0.04387882573391638 +/- 0.000970157686883771,0.000249843847595288 +/- 0.0019889673114416506,0.010805746408494766 +/- 0.0018644361719674456,-0.0013429106808244163 +/- 0.002386834329079982,-0.010587133041848806 +/- 0.0014274072307341058,0.002311055590256106 +/- 0.0007284137282754954,0.0043098063710181435 +/- 0.0015540106564178404,0.004403497813866364 +/- 0.00149417535464157,-0.00021861336664581455 +/- 0.0021684391426408166,0.0 +/- 0.0,-0.005246720799500238 +/- 0.0019139979320480535,-0.006714553404122359 +/- 0.001981351895760401,0.008307307932542219 +/- 0.003002677162204122,0.0016552154903185623 +/- 0.0017834218032816156,-0.008588382261086769 +/- 0.0024281573413398247
