,hrv_lineintegral,hrv_svd_entropy,hrv_min,hrv_rms,hrv_iqr,hrv_kurtosis,hrv_skewness,hrv_pct_95,hrv_peaks,hrv_n_sign_changes,hrv_energy,hrv_n_above_mean,hrv_max,hrv_pct_5,hrv_perm_entropy,hrv_n_below_mean,hrv_mean,hrv_ptp,hrv_entropy,hrv_std,hrv_sum,hrv_iqr_5_95
0,0.0033104309806371024 +/- 0.004293935600823788,-0.001905059337913817 +/- 0.0033995350417351396,-0.013585259212991863 +/- 0.003497953285344974,-0.0065584009993754026 +/- 0.001909916908359834,-0.00046845721424110254 +/- 0.001981351895760401,0.0040287320424734815 +/- 0.0014067589793323278,0.001905059337913817 +/- 0.0018917011518935554,-0.003435352904434752 +/- 0.001652561718341417,-0.008682073703935023 +/- 0.0015477216356481749,0.0 +/- 0.0,0.006058713304184904 +/- 0.00276949397593945,0.0019362898188632239 +/- 0.001964295464524234,-0.0005933791380387299 +/- 0.0019525920090369387,-0.002092442223610258 +/- 0.0017051385002771757,-0.005153029356652105 +/- 0.0024481589752986784,-0.001342910680824494 +/- 0.0017051385002771757,0.0008119925046845778 +/- 0.0012030830908343758,-0.012773266708307284 +/- 0.0028672575126856355,-0.0007807620237351709 +/- 0.0030861341209245563,-0.008213616489693942 +/- 0.0020290200962873855,0.001530293566520935 +/- 0.0016552154903185623,-0.00890068707058087 +/- 0.0023129539614347655
