,hrv_lineintegral,hrv_svd_entropy,hrv_min,hrv_rms,hrv_iqr,hrv_kurtosis,hrv_skewness,hrv_pct_95,hrv_peaks,hrv_n_sign_changes,hrv_energy,hrv_n_above_mean,hrv_max,hrv_pct_5,hrv_perm_entropy,hrv_n_below_mean,hrv_mean,hrv_ptp,hrv_entropy,hrv_std,hrv_sum,hrv_iqr_5_95
0,0.013978494623655958 +/- 0.00283609975399502,0.022550776583034705 +/- 0.004922881766198823,0.00026881720430111945 +/- 0.003504820259847119,-0.004002389486260393 +/- 0.0019503975767401003,0.004360812425328597 +/- 0.003144581168041055,-0.0057048984468338945 +/- 0.0014720694779392733,-0.005107526881720381 +/- 0.002172207626711681,-0.014157706093189937 +/- 0.0020310633213858837,-0.0028673835125447742 +/- 0.0016095810735134392,0.0 +/- 0.0,-0.0038231780167263586 +/- 0.002447765979515871,-0.0013739545997610181 +/- 0.0013370985236319992,-0.016278375149342862 +/- 0.0032616979790683403,-0.003315412186379885 +/- 0.0023114883409732314,-0.005107526881720392 +/- 0.0030090276391617223,-0.0008064516129031807 +/- 0.0014996881972082607,0.005227001194743131 +/- 0.0020487754647123607,0.005824372759856677 +/- 0.002471162340725565,-0.001523297491039377 +/- 0.0011525556380868824,-0.0024193548387096307 +/- 0.001838555961351554,-0.003614097968936636 +/- 0.0023421612807784267,-0.002956989247311792 +/- 0.0013846268801074504
