,hrv_lineintegral,hrv_pct_95,hrv_svd_entropy,hrv_max,hrv_pct_5,hrv_min,hrv_iqr,hrv_rms,hrv_perm_entropy,hrv_ptp,hrv_kurtosis,hrv_sum,hrv_peaks,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_below_mean,hrv_n_sign_changes,hrv_std,hrv_entropy,hrv_skewness,hrv_energy,hrv_mean
0,0.07384566729917771 +/- 0.006814187674388118,0.07830487033523084 +/- 0.006191181702739958,0.046869070208728617 +/- 0.0037680888067315437,0.1023402909550917 +/- 0.0071100546471328996,0.05196078431372547 +/- 0.0032035608544332644,0.07877925363693862 +/- 0.0028723594445691602,0.005660974067046154 +/- 0.0028513904859041226,0.012175838077166334 +/- 0.0010223421805973798,0.021948134092346593 +/- 0.004910013585091809,-0.000600885515496552 +/- 0.002808983010219692,-0.0019607843137255053 +/- 0.003594199277716732,-0.012428842504743843 +/- 0.001985369527605239,0.006072106261859556 +/- 0.0015153888109691216,0.002877925363693834 +/- 0.0019312314536080932,0.011385199240986688 +/- 0.0018922549401203758,0.004648956356736211 +/- 0.0016314004271383868,0.0 +/- 0.0,-0.006578115117014583 +/- 0.0010565017766280852,0.002150537634408578 +/- 0.0019122348460254323,0.01135357368753952 +/- 0.0035484096461167796,0.00581910183428207 +/- 0.002337725314683932,0.007210626185958224 +/- 0.0014616344096510362
