,hrv_pct_5,hrv_rms,hrv_pct_95,hrv_lineintegral,hrv_ptp,hrv_n_below_mean,hrv_iqr,hrv_entropy,hrv_energy,hrv_n_above_mean,hrv_perm_entropy,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_skewness,hrv_svd_entropy,hrv_iqr_5_95,hrv_std,hrv_sum,hrv_mean,hrv_max,hrv_min
0,0.022509663990484718 +/- 0.005724422755485936,0.040499553969669956 +/- 0.007900656494374509,-0.00850431162652392 +/- 0.005306240625321298,0.04165923282783231 +/- 0.004754775368862234,0.07906630984240262 +/- 0.006778682809689824,-0.024472197442759424 +/- 0.006156080388883723,0.059232827832292625 +/- 0.006485852912522453,0.018287243532560216 +/- 0.004745095668920293,-0.002943800178412115 +/- 0.001910713508940507,0.02949747249479633 +/- 0.004916325348900475,-0.014124293785310738 +/- 0.0019690553828300185,0.0 +/- 0.0,-8.92060660124816e-05 +/- 0.0020603404342932094,-0.020993160868272374 +/- 0.003432341131253766,-0.004608980077311908 +/- 0.0019913809872439086,-0.0011299435028248373 +/- 0.002267698598267932,0.0034195658638120686 +/- 0.005387353830506512,-0.01894142134998512 +/- 0.006208995680350701,0.08768956289027655 +/- 0.007676618380239884,0.08768956289027655 +/- 0.007676618380239884,0.06473386856972942 +/- 0.006419049885283266,0.009247695509961362 +/- 0.003184460813697349
